"","nuts_2","nuts_1","country","trade_center","trade_center_1","trade_center_2","num_trade_centers","num_trade_centers_1","num_trade_centers_2","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","east_germany","bishop","mining","eqi100","residence","trade_year","Region","GDP_1900","GDP_1910","GDP_1925","GDP_1938","GDP_1950","GDP_1960","GDP_1970","GDP_1980","GDP_1990","GDP_2000","GDP_2010","GDP_2015","GDP_11_1900","GDP_11_1910","GDP_11_1925","GDP_11_1938","GDP_11_1950","GDP_11_1960","GDP_11_1970","GDP_11_1980","GDP_11_1990","GDP_11_2000","GDP_11_2010","GDP_11_2015","AREA","POP_1900","POP_1910","POP_1925","POP_1938","POP_1950","POP_1960","POP_1970","POP_1980","POP_1990","POP_2000","POP_2010","POP_2015","AGSH_1900","AGSH_1910","AGSH_1925","AGSH_1938","AGSH_1950","AGSH_1960","AGSH_1970","AGSH_1980","AGSH_1990","AGSH_2000","AGSH_2010","AGSH_2015","INDSH_1900","INDSH_1910","INDSH_1925","INDSH_1938","INDSH_1950","INDSH_1960","INDSH_1970","INDSH_1980","INDSH_1990","INDSH_2000","INDSH_2010","INDSH_2015","SERSH_1900","SERSH_1910","SERSH_1925","SERSH_1938","SERSH_1950","SERSH_1960","SERSH_1970","SERSH_1980","SERSH_1990","SERSH_2000","SERSH_2010","SERSH_2015"
"64","FR43","FR4","France",0,0,0,0,0,0,0,23.4,62.3699989318848,47.2793645858765,6.28874564170838,0,1,1,0,1,0,1,1.81275000391148,491.400001525879,0.372963663190603,3.59366703033447,1.44263368844986,0,1,0,72.3600006103516,0,0,"Franche-Comté","2241","2877","3307","2930","4111","6807",10749,14064,17162,20390,19741,20093,"3184","4265","4185","3694","5478","9431",15974,21328,23048,30575,32971,35757,16202,"925","913","844","855","856","929",1060,1084,1097,1122,1173,1180,"0,54","0,487","0,45","0,355","0,351",0.229,0.134,0.086,0.058,0.04,0.031,"0,029","0,291","0,353","0,358","0,393","0,399",0.466,0.507,0.463,0.405,0.325,0.283,"0,237","0,169","0,158","0,194","0,252","0,25",0.305,0.359,0.451,0.537,0.635,0.686,"0,734"
"65","FR51","FR5","France",0,0,0,0,0,0,0,26.5,62.3699989318848,47.5180526733398,-0.811498737335206,0,0,1,1,1,0,0,1.72080000077872,79.3400001525879,0.803288084268569,0.772936952114106,1.11561772823334,0,0,0,69.3600006103516,0,0,"Pays de la Loire","5855","6239","7750","7594","9513","14399",27277,38160,46791,61277,67209,73692,"8318","9249","9808","9574","12677","19949",40538,57871,62838,91884,112253,131144,32082,"2346","2335","2168","2217","2320","2462",2767,2930,3059,3255,3601,3720,"0,597","0,569","0,564","0,465","0,487",0.372,0.256,0.158,0.103,0.064,0.046,"0,052","0,236","0,27","0,248","0,276","0,241",0.301,0.356,0.359,0.329,0.28,0.254,"0,23","0,167","0,16","0,188","0,258","0,271",0.327,0.387,0.482,0.568,0.655,0.7,"0,718"
"66","FR52","FR5","France",1,0,1,0.25,0,0.25,0,28.1,62.3699989318848,48.1753330230713,-2.85408344864845,0,1,0,1,1,0,0,1.54800002283881,106.650001525879,0.222218414768577,0.178204928990454,0,0,0,0,84.3000030517578,0,6,"Bretagne","4540","4370","6056","6650","8709","12306",24269,33644,40515,52651,55748,61787,"6449","6477","7663","8385","11605","17049",36067,51022,54409,78949,93110,109958,27209,"2549","2597","2408","2367","2339","2397",2595,2708,2796,2933,3218,3296,"0,654","0,643","0,649","0,544","0,571",0.448,0.316,0.193,0.121,0.072,0.051,"0,049","0,181","0,217","0,181","0,215","0,189",0.236,0.279,0.286,0.267,0.241,0.223,"0,198","0,164","0,139","0,17","0,242","0,241",0.316,0.405,0.521,0.612,0.688,0.726,"0,753"
"67","FR53","FR5","France",0,0,0,0,0,0,0,21,62.3699989318848,46.136887550354,-0.0409786254167557,0,0,1,1,1,0,0,1.79850001986644,96.3250012397767,0.96027620881796,0.955476298928262,0.950645178556441,0,0,0,78.3199996948242,0,0,"Poitou-Charentes","3810","4804","4711","4505","4291","5894",14203,18913,23340,29000,30281,32821,"5413","7121","5962","5680","5718","8167",21107,28682,31345,43486,50575,58409,25809,"1487","1469","1345","1357","1393","1450",1528,1568,1595,1652,1778,1805,"0,596","0,528","0,637","0,46","0,516",0.393,0.27,0.174,0.118,0.075,0.055,"0,054","0,238","0,344","0,189","0,256","0,21",0.266,0.319,0.32,0.286,0.243,0.223,"0,194","0,167","0,127","0,174","0,282","0,274",0.34,0.41,0.506,0.596,0.683,0.722,"0,752"
"68","FR61","FR6","France",1,1,0,0.4,0.2,0,0,27.2,62.3699989318848,44.3184814453125,-0.174798053503036,0,1,1,1,1,0,0,1.62699997834987,152.759998321533,0.825137543678284,0.827200704813004,0,0,1,0,79.4400024414062,0,6,"Aquitaine","6081","6583","7711","8161","9756","14302",25181,37099,44223,54882,60623,65009,"8639","9758","9758","10289","13001","19815",37424,56262,59388,82295,101252,115691,41309,"2272","2258","2139","2180","2209","2312",2550,2657,2796,2938,3254,3373,"0,599","0,582","0,573","0,409","0,493",0.351,0.228,0.147,0.105,0.073,0.052,"0,062","0,222","0,257","0,231","0,265","0,218",0.278,0.321,0.302,0.26,0.21,0.198,"0,184","0,179","0,162","0,196","0,326","0,289",0.37,0.451,0.551,0.635,0.716,0.75,"0,755"
"69","FR62","FR6","France",1,0,0,0.125,0,0,0,34.6,62.3699989318848,43.737624168396,1.40152044594288,1,1,1,0,1,0,0,1.83525003872783,401.462490081787,0.964153975248338,1.66086371243,0,0,1,0,70.1800003051758,0,6,"Midi-Pyrénées","4932","5516","6472","6770","7762","12104",20665,28355,38354,47591,53560,59534,"7007","8177","8190","8536","10344","16770",30711,43002,51507,71363,89456,105947,45348,"2269","2152","1943","1955","1975","2061",2268,2325,2431,2582,2903,3005,"0,615","0,569","0,63","0,452","0,526",0.383,0.252,0.164,0.106,0.065,0.042,"0,04","0,227","0,295","0,208","0,282","0,24",0.293,0.326,0.3,0.267,0.22,0.208,"0,184","0,157","0,135","0,162","0,265","0,234",0.324,0.423,0.536,0.627,0.715,0.75,"0,776"
"70","FR63","FR6","France",1,1,0,0.333333333333333,0.333333333333333,0,0,26,62.3699989318848,45.7736892700195,1.71339321136475,0,0,0,0,1,0,0,1.60199996754016,483.800018310547,2.46373510360718,2.44696307182312,0,0,0,0,77.4199981689453,0,10,"Limousin","2055","2460","2755","2535","2775","4091",7377,8440,10770,12096,11848,12264,"2920","3646","3487","3196","3699","5667",10963,12799,14464,18139,19788,21826,16942,"973","962","834","782","740","734",739,737,723,714,741,737,"0,666","0,658","0,682","0,516","0,567",0.436,0.301,0.191,0.122,0.077,0.057,"0,048","0,21","0,224","0,189","0,256","0,215",0.269,0.317,0.319,0.281,0.24,0.211,"0,173","0,126","0,116","0,129","0,228","0,218",0.295,0.382,0.49,0.596,0.683,0.733,"0,779"
"71","FR71","FR7","France",1,1,0,0.125,0.125,0,0,28.5,62.3699989318848,45.5092282295227,5.29606103897095,1,1,0,0,1,0,0,1.5408750017521,844.024991989136,0.973464539274573,2.04161870479584,0,0,0,0,79,0,6,"Rhône-Alpes","10094","10604","14713","16008","19516","32597",52400,73291,98965,121721,132636,144027,"14340","15718","18618","20183","26007","45161",77874,111148,132904,182521,221529,256314,43698,"3578","3580","3533","3646","3630","4019",4781,5016,5351,5701,6284,6522,"0,458","0,434","0,397","0,268","0,306",0.19,0.108,0.065,0.04,0.027,0.019,"0,02","0,355","0,384","0,393","0,44","0,409",0.455,0.468,0.412,0.353,0.279,0.245,"0,213","0,187","0,183","0,21","0,292","0,285",0.355,0.424,0.524,0.607,0.694,0.736,"0,767"
"72","FR72","FR7","France",0,0,0,0,0,0,0,28.3,62.3699989318848,45.5685939788818,3.20798045396805,1,0,0,0,0,0,0,1.39750000543848,651.925010681152,2.14709928631782,2.18654012680054,1.439956843853,0,0,1,73.8499984741211,0,0,"Auvergne","3366","3256","4350","4707","5396","8197",12765,15540,20376,22743,22856,24600,"4782","4826","5505","5935","7191","11357",18970,23567,27363,34104,38174,43778,26013,"1511","1464","1326","1292","1247","1273",1330,1333,1321,1313,1351,1364,"0,628","0,598","0,605","0,435","0,481",0.354,0.237,0.155,0.106,0.072,0.055,"0,05","0,227","0,261","0,233","0,319","0,264",0.324,0.37,0.363,0.316,0.27,0.243,"0,209","0,145","0,142","0,161","0,245","0,255",0.323,0.393,0.482,0.577,0.658,0.702,"0,741"
"73","FR81","FR8","France",1,1,0,0.6,0.4,0,0,26,62.3699989318848,43.5550888061523,3.16499371528625,1,1,1,1,1,0,0,1.6145999838927,413.340002441406,0.519488433003425,0.59774131178856,0,0,0,0,73.2799987792969,0,10,"Languedoc-Roussillon","3969","4000","5260","6141","5287","8078",16191,22687,30265,37961,43434,45952,"5639","5930","6656","7743","7046","11191",24062,34406,40644,56923,72544,81777,27376,"1535","1531","1522","1518","1449","1555",1789,1927,2115,2327,2670,2779,"0,513","0,514","0,526","0,355","0,435",0.316,0.214,0.138,0.088,0.059,0.041,"0,044","0,262","0,287","0,25","0,292","0,246",0.28,0.295,0.265,0.22,0.173,0.166,"0,144","0,225","0,197","0,224","0,353","0,319",0.403,0.491,0.598,0.692,0.768,0.793,"0,812"
"74","FR82","FR8","France",1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0,26.8,62.3699989318848,43.9491380055745,6.08874567349752,1,1,1,1,1,0,0,1.65316666012243,669.133333841959,0.430209944645564,0.59332467863957,0,0,1,0,66.2799987792969,0,12,"Provence-Alpes-Côte d'Azur","5607","6436","10728","10537","12276","17940",33110,56944,71847,88579,99087,103010,"7966","9540","13576","13285","16360","24855",49206,86359,96486,132825,165495,183318,31400,"1774","1928","2098","2399","2415","2819",3676,3965,4258,4542,4916,5007,"0,354","0,323","0,227","0,24","0,211",0.139,0.088,0.057,0.038,0.028,0.018,"0,016","0,313","0,391","0,299","0,378","0,313",0.334,0.336,0.283,0.23,0.172,0.165,"0,144","0,333","0,284","0,474","0,382","0,476",0.527,0.576,0.661,0.732,0.8,0.817,"0,839"
"75","ITC1","ITC","Italy",0,0,0,0,0,0,0,13.7,81.7966995239258,45.2624607086182,8.14168763160705,1,1,0,1,1,0,0,1.57649998906866,316.087497711182,0.390733301639557,1.05259738489986,1.00788101553917,0,0,0,58.0699996948242,0,0,"Piemonte","6982","9250","12705","16251","18276","31049",55160,71149,82068,93493,89455,84400,"8284","10284","11412","14220","19321","36639",71330,109958,125723,163414,166851,163208,25387,"3244","3354","3311","3417","3545","3907",4401,4469,4316,4234,4452,4420,"0,612","0,555","0,488","0,421","0,356",0.281,0.141,0.106,0.064,0.04,0.054,"0,023","0,226","0,273","0,299","0,349","0,387",0.425,0.513,0.446,0.385,0.349,0.272,"0,27","0,162","0,172","0,213","0,23","0,257",0.295,0.346,0.448,0.551,0.611,0.674,"0,707"
"76","ITC2","ITC","Italy",0,0,0,0,0,0,0,10.8,81.7966995239258,45.7272415161133,7.37017154693604,1,1,0,0,0,0,0,1.00899999995981,635.200012207031,0.16975162923336,1.79950535297394,1.77282094955444,0,0,0,75.7799987792969,0,0,"Valle d’Aosta/Vallée d’Aoste","173","240","339","407","531","1025",1622,2041,2647,2742,3215,2899,"205","266","304","357","562","1209",2097,3155,4056,4792,5996,5605,3261,"80","78","79","82","96","102",110,112,116,119,128,128,"0,768","0,72","0,638","0,586","0,567",0.392,0.237,0.125,0.099,0.052,0.044,"0,035","0,091","0,121","0,184","0,243","0,264",0.33,0.321,0.307,0.258,0.221,0.235,"0,184","0,141","0,158","0,178","0,172","0,169",0.278,0.442,0.568,0.643,0.726,0.721,"0,781"
"77","ITC3","ITC","Italy",1,1,1,0.25,0.25,1,0,18.7,81.7966995239258,44.2191982269287,8.74519634246826,0,1,0,1,1,0,0,1.58250000207298,461.525001525879,0.104744674637913,0.099974486976862,0,0,1,0,49.6100006103516,0,10,"Liguria","2889","4511","5660","8450","8914","13275",19337,24704,28769,32486,31611,31585,"3428","5015","5084","7394","9424","15665",25006,38178,44073,56782,58960,61077,5416,"1078","1200","1329","1470","1574","1739",1857,1826,1696,1591,1616,1582,"0,425","0,358","0,298","0,253","0,264",0.205,0.119,0.076,0.039,0.032,0.034,"0,019","0,262","0,317","0,31","0,355","0,297",0.316,0.327,0.275,0.232,0.214,0.194,"0,165","0,313","0,325","0,392","0,392","0,439",0.479,0.554,0.649,0.729,0.754,0.772,"0,816"
"78","ITC4","ITC","Italy",1,1,0,0.272727272727273,0.0909090909090909,0,0,15.5,81.7966995239258,45.6121697859331,9.65024150501598,1,1,1,0,1,0,0,1.80163633923067,626.636365023527,0.506801897151904,1.37531448494304,0,0,1,0,46.7599983215332,1,7,"Lombardia","9510","13519","19033","27333","34867","63937",113198,151689,192693,223980,237080,236703,"11283","15029","17096","23918","36861","75448",146382,234428,295193,391488,442200,457723,23864,"4286","4792","5104","5742","6518","7277",8376,8813,8859,9058,9872,9992,"0,506","0,44","0,358","0,285","0,245",0.136,0.063,0.044,0.04,0.026,0.027,"0,012","0,316","0,37","0,407","0,455","0,456",0.512,0.551,0.498,0.413,0.367,0.318,"0,273","0,178","0,19","0,236","0,26","0,299",0.352,0.386,0.458,0.547,0.607,0.655,"0,715"
"79","ITF1","ITF","Italy",0,0,1,0,0,0.25,0,16.2,81.7966995239258,42.3012809753418,13.9524223804474,1,1,0,1,1,0,0,1.79600000296768,688.1750125885,0.333212994039059,0.32802714779973,1.21556332707405,0,0,0,40.8600006103516,1,0,"Abruzzo","1223","1687","2233","2266","2489","4680",8188,13376,17911,20122,20824,21597,"1451","1875","2006","1983","2632","5523",10588,20672,27439,35171,38840,41763,10832,"1010","1014","1028","1159","1228","1135",1121,1190,1235,1253,1341,1330,"0,768","0,769","0,765","0,749","0,71",0.515,0.331,0.227,0.109,0.065,0.081,"0,05","0,147","0,133","0,121","0,118","0,112",0.215,0.269,0.322,0.289,0.323,0.296,"0,274","0,085","0,097","0,114","0,133","0,178",0.27,0.4,0.451,0.602,0.612,0.623,"0,676"
"80","ITF2","ITF","Italy",0,0,0,0,0,0,0,14.6,81.7966995239258,41.6829147338867,14.5006575584412,1,1,0,1,0,0,0,1.8410000082607,641.649993896484,0.479654952883721,0.476708620786667,0.928595840930938,0,0,0,33.7299995422363,0,0,"Molise","427","568","718","786","790","1280",1914,3147,4054,4724,4649,4004,"507","631","645","688","835","1510",2475,4864,6211,8258,8671,7742,4461,"366","349","334","387","392","338",303,313,320,312,320,313,"0,792","0,781","0,759","0,727","0,691",0.688,0.486,0.328,0.158,0.086,0.112,"0,085","0,12","0,12","0,128","0,145","0,166",0.141,0.188,0.256,0.287,0.28,0.273,"0,23","0,087","0,099","0,113","0,129","0,143",0.171,0.325,0.416,0.555,0.635,0.615,"0,686"
"81","ITF3","ITF","Italy",1,1,1,0.2,0.2,0.4,0,12.5,81.7966995239258,40.932307434082,14.7125129699707,1,0,1,1,1,0,0,1.83419999571506,445.440002441406,0.296743825823069,0.291674426198006,0,0,1,0,10.1800003051758,1,10,"Campania","4944","6893","8517","10164","10417","19675",33413,46030,60964,69751,69786,66627,"5866","7663","7650","8894","11013","23217",43208,71137,93392,121916,130163,128839,13671,"2853","2992","3211","3639","4311","4628",4952,5364,5583,5689,5830,5855,"0,541","0,527","0,509","0,48","0,48",0.342,0.246,0.21,0.113,0.072,0.059,"0,044","0,236","0,237","0,229","0,241","0,202",0.271,0.301,0.282,0.224,0.219,0.197,"0,182","0,222","0,236","0,261","0,279","0,317",0.387,0.452,0.508,0.663,0.709,0.744,"0,774"
"82","ITF4","ITF","Italy",1,1,1,0.8,0.2,0.8,0,11.2,81.7966995239258,40.7736381530762,17.0584474563599,0,1,0,1,0,0,0,1.70399999504339,110.740000152588,0.166125319898128,0.1576640188694,0,0,1,0,22.8700008392334,0,10,"Puglia","3351","4478","6383","6465","7285","13661",23311,34806,42876,50149,50922,47802,"3976","4979","5734","5657","7701","16121",30145,53792,65684,87654,94979,92436,19541,"1981","2152","2320","2616","3193","3298",3480,3779,3959,3955,4088,4086,"0,644","0,63","0,604","0,529","0,66",0.519,0.406,0.218,0.162,0.127,0.102,"0,088","0,201","0,201","0,208","0,257","0,128",0.191,0.238,0.281,0.24,0.23,0.234,"0,197","0,156","0,168","0,188","0,214","0,211",0.29,0.357,0.501,0.598,0.642,0.665,"0,715"
"83","ITF5","ITF","Italy",0,0,0,0,0,0,0,12.4,81.7966995239258,40.4821739196777,16.1623106002808,1,0,0,1,0,0,0,1.73699994829532,451.04999923706,0.438076630234718,0.429439797997475,0.764360547065735,0,1,0,33.2400016784668,0,0,"Basilicata","634","839","1058","1040","1003","2239",3854,5634,6368,8138,7471,7587,"752","933","950","910","1060","2642",4984,8707,9756,14224,13936,14670,10073,"480","474","468","532","616","604",564,576,588,575,588,576,"0,779","0,768","0,759","0,752","0,763",0.637,0.42,0.33,0.166,0.107,0.121,"0,103","0,124","0,128","0,132","0,129","0,104",0.172,0.252,0.26,0.257,0.281,0.247,"0,232","0,097","0,104","0,109","0,119","0,133",0.191,0.328,0.41,0.577,0.612,0.632,"0,665"
"84","ITF6","ITF","Italy",0,0,1,0,0,1,0,14,81.7966995239258,38.8968894958496,16.4082244873047,1,0,0,1,1,0,0,1.48920001714367,250.200003051758,0.132722873985767,0.131987825036049,1.87075209617615,0,1,0,13,1,0,"Calabria","1631","2379","2784","2881","3233","6652",11713,15225,19244,23503,24027,21732,"1935","2644","2501","2521","3418","7850",15147,23529,29481,41081,44815,42023,15222,"1369","1401","1511","1721","1982","1942",1869,1960,1988,1956,2010,1975,"0,628","0,669","0,705","0,676","0,678",0.524,0.37,0.292,0.198,0.163,0.141,"0,155","0,259","0,211","0,162","0,159","0,146",0.221,0.257,0.246,0.16,0.164,0.173,"0,133","0,113","0,12","0,133","0,165","0,176",0.255,0.373,0.462,0.642,0.673,0.686,"0,712"
"85","ITH1+ITH2","ITH","Italy",1,0,1,1,0,0.5,0,13.35,81.7966995239258,46.379472732544,11.3190040588379,1,1,0,0,0,0,0,1.12149999786446,1495.44998168946,0.499310791492462,1.45643186569214,0,0,0,0,75.5449981689453,0,6,"Provincia Autonoma di Bolzano/Bozen-Provincia Autonoma di Trento","767","1040","1807","2233","2730","4752",8840,15447,19587,23655,24856,26571,"910","1157","1624","1954","2886","5607",11431,23873,30006,41346,46361,51381,13606,"516","559","687","688","739","778",841,892,925,950,1033,1055,"0,682","0,631","0,571","0,502","0,503",0.407,0.198,0.148,0.102,0.075,0.07,"0,047","0,152","0,169","0,181","0,222","0,213",0.236,0.285,0.262,0.255,0.236,0.24,"0,211","0,166","0,2","0,249","0,277","0,284",0.357,0.517,0.591,0.643,0.689,0.69,"0,742"
"86","ITH3","ITH","Italy",1,1,1,0.571428571428571,0.142857142857143,0.571428571428571,0,13.1,81.7966995239258,45.5700623648507,11.8395362581526,1,1,1,1,1,0,0,1.84957140804264,277.571428111621,0.475390936248005,0.643668758017677,0,0,0,0,50.5699996948242,0,10,"Veneto","3854","6104","7607","9948","13180","22021",39228,62442,80495,99496,104465,100482,"4572","6786","6833","8705","13934","25986",50727,96502,123313,173906,194848,194307,18407,"2540","2897","3236","3503","3835","3777",4098,4338,4407,4554,4925,4922,"0,626","0,602","0,573","0,527","0,505",0.326,0.172,0.122,0.081,0.051,0.047,"0,028","0,198","0,213","0,222","0,25","0,245",0.341,0.42,0.428,0.398,0.378,0.344,"0,314","0,176","0,185","0,205","0,223","0,25",0.333,0.408,0.45,0.521,0.571,0.609,"0,659"
"87","ITH4","ITH","Italy",1,0,1,0.25,0,0.25,0,12.9,81.7966995239258,45.9511575698853,13.2370929718018,0,1,0,1,1,0,0,1.92849999317679,184.400001525879,0.243386350572109,0.275057791848667,0,0,0,0,64.9599990844727,0,6,"Friuli-Venezia Giulia","1341","1919","3196","4782","4647","6400",11765,16397,20698,25194,25775,23637,"1591","2133","2871","4184","4913","7552",15214,25341,31707,44035,48075,45707,7862,"877","1110","1002","1127","1197","1169",1237,1265,1214,1186,1235,1226,"0,476","0,444","0,446","0,419","0,4",0.301,0.16,0.088,0.062,0.043,0.043,"0,024","0,308","0,286","0,317","0,307","0,283",0.316,0.368,0.357,0.306,0.297,0.277,"0,267","0,216","0,271","0,237","0,273","0,316",0.383,0.472,0.556,0.632,0.66,0.68,"0,71"
"88","ITH5","ITH","Italy",1,1,1,0.222222222222222,0.222222222222222,0.111111111111111,0,16.4,81.7966995239258,44.4758716159397,11.1928519142999,0,1,1,1,1,0,0,1.90844444492797,188.73333163725,0.558257490189539,0.566001759635077,0,0,1,0,53.2000007629395,1,7,"Emilia-Romagna","4607","7152","9972","11706","13848","25439",43488,67809,79042,95443,99089,99085,"5466","7951","8957","10243","14640","30019",56237,104796,121086,166823,184819,191604,22453,"2505","2747","3028","3284","3520","3616",3830,3967,3953,4048,4414,4446,"0,63","0,586","0,606","0,586","0,497",0.312,0.175,0.136,0.102,0.062,0.053,"0,026","0,2","0,239","0,199","0,21","0,231",0.339,0.407,0.386,0.355,0.338,0.307,"0,287","0,17","0,175","0,196","0,205","0,273",0.348,0.418,0.478,0.542,0.6,0.641,"0,687"
"89","ITI1","ITI","Italy",1,1,1,0.5,0.4,0.5,0,14.8,81.7966995239258,43.6205657958984,10.9351135253906,0,1,1,1,1,0,0,1.73570000189068,282.249995422363,0.456850245594978,0.475174314714968,0,0,1,0,48.6500015258789,1,9,"Toscana","4177","6180","8591","10178","11631","20646",36370,51790,60982,73219,75241,73113,"4956","6870","7717","8906","12296","24363",47032,80039,93420,127977,140338,141381,22987,"2494","2631","2760","2929","3165","3279",3481,3605,3591,3557,3740,3749,"0,578","0,516","0,51","0,475","0,425",0.282,0.134,0.115,0.055,0.033,0.038,"0,034","0,244","0,301","0,265","0,286","0,3",0.376,0.424,0.392,0.336,0.314,0.27,"0,248","0,179","0,183","0,225","0,24","0,276",0.342,0.442,0.492,0.609,0.653,0.692,"0,718"
"90","ITI2","ITI","Italy",0,0,0,0,0,0,0,15.9,81.7966995239258,42.8802890777588,12.4909434318542,0,0,1,0,1,0,0,1.95300004237442,402.450012207031,0.772439062595367,0.81086328625679,0.764520466327667,0,0,0,56.5,0,0,"Umbria","1037","1287","1754","2351","2535","4357",7072,11201,12996,15430,15514,14206,"1230","1431","1575","2057","2680","5141",9145,17311,19909,26970,28937,27472,8464,"571","584","630","716","804","781",774,806,821,845,904,894,"0,741","0,7","0,68","0,645","0,567",0.455,0.22,0.151,0.098,0.047,0.042,"0,035","0,149","0,172","0,177","0,196","0,21",0.268,0.361,0.406,0.327,0.307,0.278,"0,248","0,11","0,128","0,143","0,158","0,223",0.277,0.419,0.442,0.576,0.646,0.68,"0,717"
"91","ITI3","ITI","Italy",1,1,0,0.25,0.25,0,0,15.2,81.7966995239258,43.3292827606202,13.1688957214355,0,1,0,1,1,0,0,1.84275003041202,276.224996566773,0.311507262289524,0.318645246326923,0,0,0,0,50.6100006103516,1,10,"Marche","1595","2136","2702","3366","4063","6813",11525,18750,22253,27523,29348,26899,"1893","2375","2427","2946","4295","8039",14904,28978,34090,48107,54740,52016,9401,"1060","1093","1148","1250","1349","1315",1347,1405,1430,1468,1562,1549,"0,704","0,677","0,684","0,665","0,568",0.475,0.249,0.146,0.087,0.046,0.049,"0,031","0,17","0,19","0,176","0,181","0,214",0.261,0.369,0.401,0.383,0.361,0.358,"0,326","0,126","0,133","0,14","0,154","0,217",0.264,0.382,0.453,0.53,0.592,0.593,"0,643"
"92","ITI4","ITI","Italy",1,1,1,0.2,0.2,0.4,1,19,81.7966995239258,41.9694778442383,12.8289323806763,1,0,1,1,1,0,0,1.94179997784424,251.279998779297,0.339214216172695,0.412381222844124,0,0,0,0,33.060001373291,1,10,"Lazio","3985","5611","8178","10783","12723","26535",50466,69553,95796,109996,121189,121030,"4728","6238","7346","9435","13451","31313",65260,107492,146753,192259,226041,234042,17232,"1639","1766","2005","2642","3384","3932",4681,5029,5176,5188,5705,5886,"0,566","0,51","0,46","0,416","0,344",0.206,0.095,0.091,0.051,0.032,0.026,"0,02","0,184","0,214","0,206","0,224","0,202",0.231,0.257,0.245,0.186,0.183,0.177,"0,145","0,25","0,276","0,334","0,361","0,454",0.563,0.648,0.664,0.763,0.785,0.797,"0,835"
"93","NL11","NL1","Netherlands",0,0,1,0,0,0.333333333333333,0,31,30.4867000579834,53.2169418334961,6.79892174402873,0,1,0,1,0,1,0,1.41099999561788,0,0.137509965648254,0.145832485208909,0.809166590372721,0,0,0,97.6100006103516,0,0,"Groningen","874","1096","1606","2006","2512","3807",6969,16921,11827,14024,19225,16421,"1115","1541","1716","2140","2947","5024",10158,27558,17177,25195,35118,31931,2325,"300","328","377","415","454","475",517,551,554,563,577,585,"0,393","0,352","0,285","0,234","0,18",0.164,0.015,0.014,0.011,0.028,0.039,"0,024","0,273","0,29","0,324","0,35","0,355",0.389,0.459,0.388,0.309,0.22,0.18,"0,158","0,333","0,358","0,391","0,416","0,465",0.447,0.525,0.598,0.679,0.752,0.781,"0,818"
"94","NL12","NL1","Netherlands",0,0,1,0,0,0.333333333333333,0,25.6,30.4867000579834,53.0522282918294,5.80229187011719,0,1,0,1,0,1,0,1.24400000002352,-1.86666667461395,0.256069997946421,0.256042550007502,0.648517529169719,0,0,0,97.6100006103516,0,0,"Friesland","1032","1252","1549","1778","2255","3141",5050,6698,8547,11459,12703,11409,"1317","1760","1654","1897","2645","4145",7360,10908,12414,20586,23204,22185,3326,"340","360","391","415","455","478",522,578,599,625,646,647,"0,46","0,436","0,384","0,341","0,252",0.228,0.041,0.029,0.029,0.05,0.051,"0,035","0,226","0,239","0,259","0,275","0,302",0.349,0.429,0.373,0.311,0.264,0.208,"0,165","0,314","0,325","0,358","0,384","0,446",0.424,0.53,0.598,0.659,0.687,0.741,"0,799"
"95","NL13","NL1","Netherlands",0,0,0,0,0,0,0,25.2,30.4867000579834,52.8500022888183,6.6103466351827,0,1,0,0,0,0,0,1.04133333221553,12.4666665395101,0.292066077391307,0.537355790535609,0.411465287208557,0,0,0,97.6100006103516,0,0,"Drenthe","378","483","675","866","1420","2094",3492,4687,6834,8412,8927,8666,"482","680","721","924","1666","2763",5090,7633,9926,15112,16306,16851,2636,"149","173","214","242","281","311",367,416,441,470,491,489,"0,522","0,499","0,455","0,416","0,329",0.273,0.013,0.015,0.018,0.058,0.03,"0,03","0,269","0,3","0,304","0,306","0,325",0.382,0.469,0.387,0.336,0.255,0.223,"0,16","0,209","0,201","0,242","0,277","0,346",0.345,0.517,0.598,0.645,0.687,0.747,"0,81"
"96","NL21","NL2","Netherlands",1,1,0,0.666666666666667,0.666666666666667,0,0,28.4,30.4867000579834,52.4306424458822,6.40254815419515,0,1,0,0,1,1,0,1.1403333291887,8.26666665077209,0.345824872454007,0.945421040058137,0,0,0,0,87.9000015258789,0,7,"Overijssel","1024","1404","2194","2599","3846","5901",9193,12144,15529,20967,24225,23356,"1307","1974","2344","2772","4512","7787",13399,19777,22554,37667,44252,45416,3323,"333","383","474","562","662","771",921,1010,1020,1078,1130,1143,"0,386","0,351","0,275","0,219","0,184",0.144,0.015,0.013,0.013,0.04,0.032,"0,028","0,395","0,42","0,472","0,512","0,46",0.507,0.521,0.415,0.374,0.276,0.217,"0,188","0,219","0,23","0,253","0,269","0,357",0.349,0.464,0.571,0.613,0.684,0.751,"0,784"
