"","X.1","X","nuts_2","nuts_1","country","trade_center","trade_center_1","trade_center_2","tc_ratio","tc_ratio_1","tc_ratio_2","tc_abs","tc_abs_1","tc_abs_2","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","tc_dist","east_germany","bishop","mining","eqi100","residence","trade_years","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH","relden.GDP","popDensity","GDPpc","GDP_11pc","tc_dens","tc_dens_1","tc_dens_2","delta_Year","GDPpcGrowth","GDP_11pcGrowth","GDPpc_delta1900","GDP_11pc_delta1900","GDP_ln","GDP_11_ln","lnGDPpc","lnGDP_11pc","lnGDPpcGrowth","lnGDP_11pcGrowth","POP_ln","AREA_ln","ln.relden.GDP","ln.popDensity","education_ln","catholics_ln","dist_border_ln","dist_coast_ln","dist_trade_ln","ln_tc_dist","eqi100_ln","agri_ln","AGSH_ln","SERSH_ln","INDSH_ln"
"140","DE93.1910",37,"DE93","DE9","Germany",1,1,1,0.0909090909090909,0.0909090909090909,0.0909090909090909,1,1,1,0,20.3,31.7900009155273,53.1696922995828,9.79724303158846,0,0,0,1,1,1,1,1.26109090744232,36.3454548662359,0.809581883928992,0.560459947044199,0,1.3805888192375,0,1,0,82.9899978637695,1,7,"Statistische Region Lüneburg",15495,1910,0.541,2581,3405,0.273,916,0.186,0.125594323372467,0.0591158438205873,2817.68558951965,3717.24890829694,0.0645369474023879,0.0645369474023879,0.0645369474023879,10,0.105158889437962,0.113856600375433,1.05158889437962,1.13856600375433,7.85593219971861,8.13300021858361,7.94367111402662,8.22073913289162,-2.25228283986506,-2.17281551384073,6.82001636467413,9.64827267022185,-2.0746982220485,-2.82825630554772,3.01062088604774,3.45915180372193,-0.211237357269216,-0.578997498355646,-Inf,0.322510088773712,4.41872009286954,0.231977145932543,-0.614336000135655,-1.68200860526894,-1.29828348379718
"141","DE94.1910",38,"DE94","DE9","Germany",1,1,0,0.0588235294117647,0.0588235294117647,0,1,1,0,0,21,31.7900009155273,53.0488267786363,7.90258177588968,0,1,0,1,0,1,0,1.20147058581821,19.9882352878066,0.350303253487629,0.416502048425815,0,1.58686802889795,0,1,0,82.9899978637695,0,7,"Statistische Region Weser-Ems",14971,1910,0.52,2653,3500,0.268,1009,0.212,0.296801881906911,0.0673969674704429,2629.33597621407,3468.78097125867,0.066795805223432,0.066795805223432,0,10,0.0978383340496008,0.105947201578049,0.978383340496008,1.05947201578049,7.88344635413774,8.1605182474775,7.87448661276627,8.15155850610603,-2.32443881504172,-2.24481440728254,6.91671502035361,9.61387027544984,-1.21469042705231,-2.69715525509623,3.04452243772342,3.45915180372193,-1.04895606110379,-0.875863899198102,-Inf,0.461762280492253,4.41872009286954,0.183546294678079,-0.653926467406664,-1.55116900431012,-1.31676829847128
"142","DEA1.1910",39,"DEA1","DEA","Germany",0,0,1,0,0,0.133333333333333,0,0,2,0,23.1,31.7900009155273,51.3391367594401,6.77312278747559,0,1,0,0,0,1,1,1.62766667642916,104.339999516805,0.486266326904297,1.92579699357351,0.46777974764506,1.46777974908994,0,0,1,78.1399993896484,0,0,"Düsseldorf, Regierungsbezirk",5291,1910,0.101,13703,18081,0.632,3419,0.267,2.76361741232139,0.646191646191646,4007.89704591986,5288.38841766598,0,0,0.378000378000378,10,0.123267188977968,0.133508743088861,1.23267188977968,1.33508743088861,9.5253700659462,9.80261694215115,8.29602195528904,8.57326883149399,-2.0934010114593,-2.01358831198397,8.1371033896393,8.57376254290413,1.01654047820659,-0.436659153264831,3.13983261752775,3.45915180372193,-0.720998807432108,0.655339904691615,-0.759757718533091,0.383750884256118,4.35850208181592,0.487147502409259,-2.29263476214088,-1.32050662058189,-0.45886588483528
"143","DEA2.1910",40,"DEA2","DEA","Germany",1,1,1,0.166666666666667,0.0833333333333333,0.0833333333333333,2,1,1,0,27.5,31.7900009155273,50.8593031565348,6.78393097718557,0,1,1,0,1,1,1,1.54099997932353,168.966668446859,0.564216360760232,2.15730868776639,0,1.25350699409536,0,1,1,78.1399993896484,1,13,"Köln, Regierungsbezirk",7365,1910,0.217,7710,10172,0.489,1869,0.294,1.80943106182668,0.253767820773931,4125.20064205457,5442.48261102194,0.271554650373388,0.135777325186694,0.135777325186694,10,0.120537558145556,0.130532449322232,1.20537558145556,1.30532449322232,8.95027346655738,9.22739412654201,8.32486993808395,8.60199059806858,-2.11579388876014,-2.03613342931842,7.53315880745556,8.90449432889673,0.593012465383054,-1.37133552144117,3.31418600467253,3.45915180372193,-0.572317482677586,0.768861466934317,-Inf,0.225945218253904,4.35850208181592,0.432431542920412,-1.52785792544168,-1.22417551164346,-0.715392789507265
"144","DEA3.1910",41,"DEA3","DEA","Germany",1,1,0,0.125,0.125,0,1,1,0,0,21.4,31.7900009155273,51.8392271995545,7.31764763593674,0,1,0,0,1,1,0,1.32750001309316,59.0125007629395,0.487748082377948,1.44732029736042,0,1.35978503237185,0,1,1,78.1399993896484,0,8,"Münster, Regierungsbezirk",6911,1910,0.293,3956,5219,0.521,1019,0.187,0.519756534875246,0.147446100419621,3882.23748773307,5121.68792934249,0.144696860078136,0.144696860078136,0,10,0.119264691468917,0.129149446575257,1.19264691468917,1.29149446575257,8.2829886927426,8.56006109164341,8.26416693850202,8.54123933740282,-2.12640995790127,-2.04678504458105,6.92657703322272,8.8408696240914,-0.65439477921051,-1.91429259086867,3.06339092202781,3.45915180372193,-0.717956231054153,0.369713775856885,-Inf,0.307326622821999,4.35850208181592,0.283297483996978,-1.22758266996507,-1.67664666212755,-0.65200523722877
"145","DEA4.1910",42,"DEA4","DEA","Germany",1,1,1,0.285714285714286,0.285714285714286,0.285714285714286,2,2,2,0,20.7,31.7900009155273,51.9688415527344,8.74054118565151,0,0,0,0,0,1,1,1.60928572322169,125.057144165039,1.49966471535819,1.52042777197702,0,1.26754082178176,0,1,0,78.1399993896484,1,7,"Detmold, Regierungsbezirk",6523,1910,0.4,2803,3698,0.396,879,0.204,1.1292867280222,0.134753947570136,3188.85096700796,4207.05346985211,0.306607389238081,0.306607389238081,0.306607389238081,10,0.114209553955045,0.123688999500487,1.14209553955045,1.23688999500487,7.93844555116479,8.21554741194707,8.06741593246175,8.34451779324403,-2.16972032540799,-2.08998493239431,6.77878489768518,8.7830896717961,0.121586219285087,-2.00430477411092,3.03013370027132,3.45915180372193,0.405241560028614,0.418991724196741,-Inf,0.237078662498515,4.35850208181592,0.475790430381653,-0.916290731874155,-1.58963528513792,-0.926341067727656
"146","DEA5.1910",43,"DEA5","DEA","Germany",1,1,1,0.166666666666667,0.166666666666667,0.166666666666667,2,2,2,0,20.1,31.7900009155273,51.3822682698568,7.72043498357137,0,0,0,0,1,1,1,1.38325001270345,224.074997901916,1.0628278652827,1.92924536267917,0,1.26906141241196,0,0,1,78.1399993896484,1,8,"Arnsberg, Regierungsbezirk",8008,1910,0.132,7922,10453,0.645,2368,0.223,0.893501305795475,0.295704295704296,3345.43918918919,4414.27364864865,0.24975024975025,0.24975024975025,0.24975024975025,10,0.112958619670288,0.122354081966892,1.12958619670288,1.22354081966892,8.97739897818186,9.25464429753271,8.1153532611601,8.39259858051095,-2.18073372494458,-2.10083612661859,7.7698009960039,8.98819632099506,-0.112607482945026,-1.21839532499116,3.00071981506503,3.45915180372193,0.0609331533052996,0.657128922661703,-Inf,0.238277581896948,4.35850208181592,0.324435811979852,-2.02495335639577,-1.50058350752202,-0.438504962186365
"147","DEB1.1910",44,"DEB1","DEB","Germany",0,0,0,0,0,0,0,0,0,0,19.6,31.7900009155273,50.2691424976696,7.50014595551924,1,0,0,0,0,0,0,1.21899999661035,312.454541986639,0.964634310115466,2.9368015202609,0.814672914418307,1.81467292902149,0,0,0,80.5800018310547,1,0,"Statistische Region Koblenz",8073,1910,0.487,3837,5063,0.308,974,0.206,0.937569983879526,0.120649077170816,3939.4250513347,5198.15195071869,0,0,0,10,0.128263728625684,0.138921554857282,1.28263728625684,1.38921554857282,8.25244609024695,8.52971447196991,8.27879006558655,8.55605844730951,-2.05366675484595,-1.97384585870358,6.88141130364254,8.99628043939502,-0.0644638744522102,-2.11486913575248,2.97552956623647,3.45915180372193,-0.0360062027123002,1.07732107085934,-0.204968578298593,0.595905247082178,4.38925050248664,0.198030847718454,-0.719491155899547,-1.57987911019256,-1.17765549600856
"148","DEB2.1910",45,"DEB2","DEB","Germany",0,0,0,0,0,0,0,0,0,0,25.7,31.7900009155273,49.9390785217285,6.69565687179565,1,1,0,0,1,0,0,1.22180000834998,361.059997558594,0.267647802829742,2.54572749137878,0.77951009273529,1.7795101059868,0,1,0,80.5800018310547,0,0,"Statistische Region Trier",4924,1910,0.682,1221,1612,0.193,388,0.125,0.920117574835739,0.0787977254264825,3146.90721649485,4154.63917525773,0,0,0,10,0.112230125654122,0.121565502052429,1.12230125654122,1.21565502052429,7.1074254741107,7.38523092306657,8.05417541346957,8.33198086242544,-2.187203822342,-2.10730204992733,5.96100533962327,8.50187648730434,-0.0832538183701149,-2.54087114768107,3.24649099190117,3.45915180372193,-1.31808333129379,0.934416460384191,-0.249089642864098,0.576338105067916,4.38925050248664,0.200325188067692,-0.382725621138675,-2.07944154167984,-1.64506509007725
"149","DEB3.1910",46,"DEB3","DEB","Germany",0,0,0,0,0,0,0,0,0,0,25.3,31.7900009155273,49.4526330947876,8.02260317802429,0,1,1,0,1,1,1,1.63189999541502,230.369996643066,0.421920705586672,3.78404855728149,0.727006298303604,1.72700629856831,0,1,0,80.5800018310547,1,0,"Statistische Region Rheinhessen-Pfalz",6851,1910,0.373,4155,5482,0.389,1197,0.238,0.111543644962725,0.174719019121296,3471.17794486216,4579.78279030911,0,0,0,10,0.132116647093497,0.143076031763267,1.32116647093497,1.43076031763267,8.33206770728955,8.60922527686273,8.15224928071371,8.4294068502869,-2.02407005651774,-1.94437909936741,7.08757370555797,8.8321499060029,-2.19333933002924,-1.74457620044493,3.23080439573347,3.45915180372193,-0.862937884055199,1.33079448336985,-0.318820138069908,0.546389446273299,4.38925050248664,0.489744977345156,-0.986176859338322,-1.43548460531066,-0.944175935363691
"150","DEC0.1910",47,"DEC0","DEC","Germany",0,0,0,0,0,0,0,0,0,0,19.7,31.7900009155273,49.37424659729,6.96450551350911,0,1,0,0,0,0,0,1.4633333582101,274.566670735677,0.157424807858964,3.05937242507934,0.451576987902323,1.45157699167503,0,0,1,85.4800033569336,0,0,"Saarland",2569,1910,0.197,2613,3447,0.577,710,0.227,0.279649373349332,0.276372129233165,3680.28169014085,4854.92957746479,0,0,0,10,0.125685091682168,0.136098438852007,1.25685091682168,1.36098438852007,7.86825426552061,8.14525956651686,8.21074457446739,8.48774987546364,-2.07397577278914,-1.9943768399856,6.56526497003536,7.85127199710988,-1.2742186985562,-1.28600702707452,2.98061863574394,3.45915180372193,-1.84880734513236,1.11820980508714,-0.795009404820024,0.372650545910845,4.44828246972251,0.380716955419038,-1.62455155024415,-1.48280526150073,-0.549913012474038
"151","DED2.1910",48,"DED2","DED","Germany",1,1,1,0.0909090909090909,0.0909090909090909,0.181818181818182,1,1,2,0,33.8,31.7900009155273,51.1596027721058,14.1522254076871,0,1,0,0,1,0,0,1.37981818371971,208.809089660644,0.249204933643341,2.79446619207209,0,1.7096188315424,1,0,1,86.4400024414062,1,7,"Dresden, NUTS 2-Region",7931,1910,0.077,5987,7899,0.723,1778,0.2,2.80632029673808,0.224183583406884,3367.26659167604,4442.63217097863,0.126087504728281,0.126087504728281,0.252175009456563,10,0.115761831556361,0.12535851062953,1.15761831556361,1.2535851062953,8.69734573092535,8.97449144816442,8.12185659383364,8.39900231107271,-2.1562203747699,-2.07657756175215,7.48324441607385,8.97853441008332,1.03187412225725,-1.49528999400947,3.52046080248897,3.45915180372193,-1.38947969433809,1.02764110163049,-Inf,0.536270440136678,4.45945055988263,0.321951739561451,-2.56394985712845,-1.6094379124341,-0.324346056823372
"152","DED4.1910",49,"DED4","DED","Germany",1,0,0,0.0833333333333333,0,0,1,0,0,0,29.7,31.7900009155273,50.690175374349,12.7252295811971,1,1,0,0,1,0,0,1.37516666132261,441.75,0.240381562771897,3.38822573423386,0,1.39876474597908,1,0,0,86.4400024414062,1,6,"Chemnitz, NUTS 2-Region",6524,1910,0.201,6984,9215,0.506,2106,0.293,1.89517151891588,0.322808093194359,3316.23931623932,4375.59354226021,0.153280196198651,0,0,10,0.10887545656114,0.117911002537714,1.0887545656114,1.17911002537714,8.85137709751944,9.12858787010392,8.10658668380765,8.38379745639214,-2.21755065037496,-2.13782515486237,7.65254569269392,8.78324296374091,0.639309345739744,-1.13069727104698,3.39114704580865,3.45915180372193,-1.42552777322271,1.22030640214817,-Inf,0.335589522843356,4.45945055988263,0.318574932008035,-1.60445037092306,-1.22758266996507,-0.681218609694672
"153","DED5.1910",50,"DED5","DED","Germany",1,0,1,0.166666666666667,0,0.333333333333333,1,0,2,0,33.9,31.7900009155273,51.3108717600504,12.6720434824626,0,0,1,0,1,0,0,1.79250000894866,139.733336130778,0.852910945812862,2.80232151349386,0,1.32790246513477,1,0,1,86.4400024414062,0,6,"Leipzig, NUTS 2-Region",3965,1910,0.126,4273,5638,0.545,1230,0.329,0.62709027803488,0.310214375788146,3473.9837398374,4583.73983739837,0.252206809583859,0,0.504413619167718,10,0.114566356312159,0.124094890432348,1.14566356312159,1.24094890432348,8.36007143564403,8.63728467167406,8.1530572662597,8.43027050228973,-2.16660109274058,-2.08670876060593,7.11476944836646,8.28526113406895,-0.466664764607266,-1.17049168570249,3.5234150143864,3.45915180372193,-0.159100138097893,1.03044818561979,-Inf,0.283600603428394,4.45945055988263,0.583611298483917,-2.07147337203066,-1.11169752821677,-0.606969484318893
"154","DEE0.1910",51,"DEE0","DEE","Germany",1,1,1,0.0714285714285714,0.0714285714285714,0.285714285714286,1,1,4,0,24.6,31.7900009155273,51.9096878596715,11.7566148212978,0,0,0,0,1,1,0,1.66635715243313,104.678570883615,1.4441385098866,2.04841737236295,0,1.48097378357543,1,1,1,81.4300003051758,1,12,"Sachsen-Anhalt",20450,1910,0.364,7708,10171,0.394,2924,0.242,1.14318250315793,0.142982885085575,2636.11491108071,3478.45417236662,0.0488997555012225,0.0488997555012225,0.19559902200489,10,0.109595441767662,0.118717965877681,1.09595441767662,1.18717965877681,8.95001402953426,9.2272958126256,7.87706148764673,8.15434327073806,-2.21095949504421,-2.1310046334895,7.98070782086967,9.92573816147095,0.13381604237113,-1.94503034060128,3.20274644293832,3.45915180372193,0.367512956844612,0.717067481512958,-Inf,0.3926998332893,4.39974375922675,0.510639897979903,-1.0106014113454,-1.41881755282545,-0.931404369684203
"155","DEF0.1910",52,"DEF0","DEF","Germany",1,1,1,0.0666666666666667,0.0666666666666667,0.2,1,1,3,0,22.8,31.7900009155273,54.1326049804687,9.94921398162842,0,1,0,1,1,1,1,1.45446665925237,21.0599999109904,0.261805284892519,0.201992940918232,0,1.61867152825919,0,1,0,90.3000030517578,1,8,"Schleswig-Holstein",15800,1910,0.332,4146,5471,0.324,1388,0.344,0.920212168928477,0.0878481012658228,2987.03170028818,3941.64265129683,0.0632911392405063,0.0632911392405063,0.189873417721519,10,0.10624069245587,0.115063633487796,1.0624069245587,1.15063633487796,8.32989929299572,8.60721669406383,8.00203543091111,8.27935283197921,-2.24204807543009,-2.16226996897558,7.23561914106675,9.66776521901506,-0.0831510171268678,-2.43214607794831,3.1267605359604,3.45915180372193,-1.34015423895486,-1.5995225281409,-Inf,0.481605768539596,4.50313749421871,0.374639276210072,-1.10262031006565,-1.06711362160874,-1.12701176318981
"156","DEG0.1910",53,"DEG0","DEG","Germany",1,1,1,0.0434782608695652,0.0434782608695652,0.130434782608696,1,1,3,0,27.9,31.7900009155273,50.9007571676503,11.1068340384442,1,0,1,0,1,1,1,1.52265216925439,323.378258083178,1.2296887351119,2.88586597857268,0,1.46689008182078,1,0,0,91.6699981689453,1,10,"Thüringen",16173,1910,0.303,6145,8108,0.487,2116,0.21,0.87636689056267,0.130835342855376,2904.06427221172,3831.75803402646,0.0618314474741854,0.0618314474741854,0.185494342422556,10,0.123670928141957,0.133944189964761,1.23670928141957,1.33944189964761,8.72339402200014,9.00060650757189,7.97386650800408,8.25107899357584,-2.0901310462676,-2.01033205858873,7.65728279297819,9.69109846411978,-0.131970450885158,-2.03381567114159,3.32862668882732,3.45915180372193,0.206761076474383,1.05982502080238,-Inf,0.383144569169464,4.51819515199927,0.420453662572666,-1.19402247347277,-1.56064774826467,-0.719491155899547
"157","FR10.1910",54,"FR10","FR1","France",1,1,1,0.125,0.125,0.125,1,1,1,1,39.7,62.3699989318848,48.7961931228638,2.33265197277069,0,0,1,0,1,0,0,1.72150001022028,80.6624999046326,1.51220418512821,1.54775685071945,0,1.27780738946703,0,0,1,73.5,1,6,"Île de France",12012,1910,0.067,27297,40463,0.526,5265,0.406,0.822638245804005,0.438311688311688,5184.61538461538,7685.28015194682,0.0832500832500832,0.0832500832500832,0.0832500832500832,10,0.0911511167199836,0.0951113792237496,0.911511167199836,0.951113792237496,10.2145320850248,10.6081432552789,8.55345093943886,8.947062109693,-2.39523652647905,-2.35270666123929,8.56883642456808,9.39366142910322,-0.195238730461602,-0.824825004535145,3.68135118769314,4.13308437341257,0.413568311714059,0.436806689651602,-Inf,0.245145632129965,4.29728540621879,0.543196009733287,-2.70306265959117,-0.901402119380404,-0.642454066244427
"158","FR21.1910",55,"FR21","FR2","France",1,0,0,0.5,0,0,2,0,0,0,19.6,62.3699989318848,48.7780752182007,4.57741665840149,0,1,0,0,1,0,0,1.87100002241671,192.074998855591,1.04645131155849,2.30004477500916,0,1.50890881775284,0,1,0,65.629997253418,0,13,"Champagne-Ardenne",25606,1910,0.382,3721,5516,0.43,1213,0.187,0.0971498156837716,0.047371709755526,3067.60098928277,4547.40313272877,0.0781066937436538,0,0,10,0.0935994065772248,0.0976650071878518,0.935994065772248,0.976650071878518,8.22174772834662,8.61540823891319,8.02865109838471,8.42231160895128,-2.3687312355056,-2.3262119500282,7.10085190894405,10.1505819780061,-2.33150100039392,-3.04973006906207,2.97552956623647,4.13308437341257,0.0454047367938736,0.832928590140904,-Inf,0.411386752348904,4.18403286663614,0.626473059273091,-0.962334670375562,-1.67664666212755,-0.843970070294529
"159","FR22.1910",56,"FR22","FR2","France",0,0,0,0,0,0,0,0,0,0,21.6,62.3699989318848,49.6116358439128,2.77525242169698,0,1,0,1,1,0,0,1.97099999940263,94.9666646321614,0.821631888548533,1.10058285792668,0.818377176920574,1.81837716677153,0,0,0,71.8499984741211,0,0,"Picardie",19399,1910,0.396,4023,5964,0.388,1462,0.216,0.251688659926852,0.0753647095211093,2751.70998632011,4079.34336525308,0,0,0,10,0.0911896726321935,0.0951525323967621,0.911896726321935,0.951525323967621,8.29978317194979,8.69349667588463,7.9199778106222,8.31369131455704,-2.39481362699592,-2.35227407080947,7.28756064030972,9.87297679733111,-1.37956243178172,-2.58541615702138,3.07269331469012,4.13308437341257,-0.196462808379342,0.0958399103147762,-0.200431952171786,0.597944436708513,4.27458059128803,0.678541027867503,-0.926341067727656,-1.53247687129797,-0.946749939358864
"160","FR23.1910",57,"FR23","FR2","France",1,0,0,0.5,0,0,1,0,0,0,19.3,62.3699989318848,49.3686084747314,0.988852798938751,0,1,0,1,1,0,0,1.97300001071151,147.200004577637,0.520467966794968,0.382295534014702,0,1.29906894980519,0,1,0,64.2900009155273,0,6,"Haute-Normandie",12318,1910,0.238,5130,7604,0.566,1200,0.196,2.73382874976771,0.0974184120798831,4275,6336.66666666667,0.0811820100665692,0,0,10,0.112956929256862,0.117854435019374,1.12956929256862,1.17854435019374,8.54286093816481,8.93642970360832,8.36053938137086,8.75410814681437,-2.18074868994751,-2.1383050175599,7.09007683577609,9.41881688624699,1.00570309909333,-2.3287400504709,2.96010509591084,4.13308437341257,-0.653026935962242,-0.961561320234737,-Inf,0.261647815421608,4.16340411239418,0.679555232469525,-1.43548460531066,-1.62964061975162,-0.569161200778954
"161","FR24.1910",58,"FR24","FR2","France",1,0,0,0.333333333333333,0,0,2,0,0,0,24,62.3699989318848,47.5135040283203,1.63028905789057,0,0,1,0,1,0,0,1.52250000382628,131.600002288819,2.29663397868474,2.18811500072479,0,1.61712393428543,0,1,0,74.9499969482422,0,6,"Centre",39151,1910,0.543,4856,7199,0.29,1876,0.165,1.95823232277434,0.047917039156088,2588.48614072495,3837.42004264392,0.0510842634926311,0,0,10,0.0988748485521825,0.103176943541575,0.988748485521825,1.03176943541575,8.48797033273933,8.8816974064693,7.8588284821553,8.25255555588527,-2.3139003846054,-2.2713098661904,7.53689712956617,10.5751812438769,0.672042190171914,-3.03828411431073,3.17805383034795,4.13308437341257,0.831444563462879,0.783040442924767,-Inf,0.480649222237658,4.31682118383136,0.420353723115071,-0.610645959048202,-1.80180980508156,-1.23787435600162
"162","FR25.1910",59,"FR25","FR2","France",0,0,0,0,0,0,0,0,0,0,25.2,62.3699989318848,48.919620513916,-0.546847637742759,0,1,1,1,1,0,0,1.84099998893592,148.433334350586,0.397416656215986,0.354549090067546,1.2559380531311,2.25593805734854,0,0,0,72.5299987792969,0,0,"Basse-Normandie",17589,1910,0.537,3089,4579,0.276,1185,0.187,0.731644031476274,0.0673716527375064,2606.75105485232,3864.13502109705,0,0,0,10,0.0997814897428761,0.104121885460561,0.997814897428761,1.04121885460561,8.03560269291858,8.4292359126571,7.86585991833149,8.25949313807,-2.30477258638533,-2.26219309048572,7.07749805356923,9.77502898563232,-0.312461179098414,-2.69753093206309,3.22684399451738,4.13308437341257,-0.922770036768447,-1.03690846567867,0.227882746074205,0.813565876409815,4.284000252545,0.61030889624112,-0.621757184473272,-1.67664666212755,-1.28735441326499
"163","FR26.1910",60,"FR26","FR2","France",1,0,0,0.25,0,0,1,0,0,0,23.9,62.3699989318848,47.274079322815,4.11716669797897,0,0,0,0,1,0,0,1.85650000008375,324.449989318848,1.96541604399681,3.34175896644592,0,1.66471389242411,0,1,0,72.1500015258789,0,6,"Bourgogne",31582,1910,0.545,4026,5968,0.288,1564,0.166,1.09225421497082,0.0495218795516433,2574.16879795396,3815.85677749361,0.0316636058514344,0,0,10,0.101607001983693,0.106021331921151,1.01607001983693,1.06021331921151,8.30052860619974,8.6941671418836,7.85328196407662,8.24692049976048,-2.2866428290501,-2.24411496057788,7.35500192110526,10.3603426170266,0.0882436478218856,-3.00534069592133,3.17387845893747,4.13308437341257,0.675703950135019,1.20649730502465,-Inf,0.509653272284929,4.27874730636858,0.618692994680109,-0.606969484318893,-1.79576749062559,-1.24479479884619
"164","FR30.1910",61,"FR30","FR3","France",0,0,0,0,0,0,0,0,0,0,24.6,62.3699989318848,50.5211906433105,2.7604867219925,0,1,0,1,1,0,1,1.63499999951762,98.1499977111815,0.263838499784469,0.622115731239319,0.878638386726381,1.87863833350742,0,0,1,73.4400024414062,0,0,"Nord - Pas-de-Calais",12414,1910,0.188,8683,12870,0.611,3010,0.201,0.999571355535246,0.242468181085871,2884.71760797342,4275.74750830565,0,0,0,10,0.0910723790993977,0.0950166112956811,0.910723790993977,0.950166112956811,9.06912237006065,9.46265430059017,7.96718229129986,8.36071422182939,-2.39610071388948,-2.35370354692307,8.00969535774292,9.4265801469736,-0.000428736359053833,-1.41688478923068,3.20274644293832,4.13308437341257,-1.33241810626771,-0.474629140464825,-0.129381857606822,0.630547223729093,4.29646877955578,0.491642804054183,-1.67131331615219,-1.60445037092306,-0.492658319810542
"165","FR41.1910",62,"FR41","FR4","France",1,1,0,0.25,0.25,0,1,1,0,0,21.7,62.3699989318848,48.7883911132812,6.10504007339478,0,1,0,0,1,0,1,1.85600001039503,303.67499923706,0.523006498813629,2.86865431070328,0,1.72849900122941,0,0,0,66.9000015258789,0,7,"Lorraine",23547,1910,0.293,6621,9814,0.524,2587,0.183,0.825146866858585,0.109865375631715,2559.33513722458,3793.58330112099,0.0424682549794029,0.0424682549794029,0,10,0.112788350286514,0.117674597487653,1.12788350286514,1.17674597487653,8.79800169492485,9.19156521664985,7.84750279172095,8.24106631344596,-2.1822422228535,-2.13983211224335,7.85825418218603,10.0667537027949,-0.192193888056564,-2.20849952060889,3.07731226054641,4.13308437341257,-0.648161388964533,1.05384303852427,-Inf,0.54725340255433,4.20319898994254,0.618423639964779,-1.22758266996507,-1.69826912614072,-0.646263594661095
"166","FR42.1910",63,"FR42","FR4","France",1,1,0,0.5,0.5,0,1,1,0,0,29.4,62.3699989318848,48.2326450347901,7.4090530872345,0,1,0,0,1,0,1,1.66100001063751,214.050003051758,0.261883400380611,3.88456118106842,0,1.40758088910097,0,0,0,71.9300003051758,0,8,"Alsace",8280,1910,0.373,4109,6091,0.375,1218,0.254,0.779052047995543,0.147101449275362,3373.5632183908,5000.8210180624,0.120772946859903,0.120772946859903,0,10,0.120251035057292,0.125460351398619,1.20251035057292,1.25460351398619,8.32093496888341,8.71456755083648,8.1237247995957,8.51735738154878,-2.11817376248827,-2.07576549543575,7.10496544826984,9.02159824737931,-0.249677421485129,-1.91663279910946,3.38099467434464,4.13308437341257,-1.3398559109945,1.3570100253341,-Inf,0.341872549434343,4.27569342812194,0.507419837035438,-0.986176859338322,-1.3704210119636,-0.980829253011726
"167","FR43.1910",64,"FR43","FR4","France",0,0,0,0,0,0,0,0,0,0,23.4,62.3699989318848,47.2793645858765,6.28874564170838,0,1,1,0,1,0,1,1.81275000391148,491.400001525879,0.372963663190603,3.59366703033447,1.44263368844986,2.44263366997276,0,1,0,72.3600006103516,0,0,"Franche-Comté",16202,1910,0.487,2877,4265,0.353,913,0.158,0.106293779474503,0.0563510677694112,3151.15005476451,4671.41292442497,0,0,0,10,0.130067550230128,0.135711587785587,1.30067550230128,1.35711587785587,7.96450336355155,8.35819745992578,8.05552276193872,8.44921685831295,-2.03970134632597,-1.99722332311508,6.81673588059497,9.69288997039044,-2.24154851393068,-2.87615408979547,3.15273602236366,4.13308437341257,-0.986274281803299,1.27917313808573,0.366470393407212,0.893076830140629,4.28165366896203,0.594845031427325,-0.719491155899547,-1.84516024595517,-1.04128722204884
"168","FR51.1910",65,"FR51","FR5","France",0,0,0,0,0,0,0,0,0,0,26.5,62.3699989318848,47.5180526733398,-0.811498737335206,0,0,1,1,1,0,0,1.72080000077872,79.3400001525879,0.803288084268569,0.772936952114106,1.11561772823334,2.11561770807567,0,0,0,69.3600006103516,0,0,"Pays de la Loire",32082,1910,0.569,6239,9249,0.27,2335,0.16,0.260803411252723,0.0727822454959167,2671.94860813705,3961.0278372591,0,0,0,10,0.107060485647985,0.11171641387605,1.07060485647985,1.1171641387605,8.73857519211079,9.13227071655426,7.89056330098993,8.2842588254334,-2.23436131780465,-2.19179163763222,7.755767170103,10.3760504041768,-1.34398836905842,-2.62028323407379,3.27714473299218,4.13308437341257,-0.219041869388587,-0.257557796316071,0.109408267854452,0.749346830412732,4.23931034127205,0.542789299423917,-0.563874844855806,-1.83258146374831,-1.30933331998376
