"","X.1","X","nuts_2","nuts_1","country","trade_center","trade_center_1","trade_center_2","tc_ratio","tc_ratio_1","tc_ratio_2","tc_abs","tc_abs_1","tc_abs_2","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","tc_dist","east_germany","bishop","mining","eqi100","residence","trade_years","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH","relden.GDP","popDensity","GDPpc","GDP_11pc","tc_dens","tc_dens_1","tc_dens_2","delta_Year","GDPpcGrowth","GDP_11pcGrowth","GDPpc_delta1900","GDP_11pc_delta1900","GDP_ln","GDP_11_ln","lnGDPpc","lnGDP_11pc","lnGDPpcGrowth","lnGDP_11pcGrowth","POP_ln","AREA_ln","ln.relden.GDP","ln.popDensity","education_ln","catholics_ln","dist_border_ln","dist_coast_ln","dist_trade_ln","ln_tc_dist","eqi100_ln","agri_ln","AGSH_ln","SERSH_ln","INDSH_ln"
"11","BE22.1900",11,"BE22","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,28.6,73.6669998168945,50.9777323404948,5.44919983545939,0,1,0,0,0,0,0,1.51966666692993,53.5666669209798,0.18620441108942,1.03796182076136,0.443838159243266,1.44383820301338,0,0,0,81.5500030517578,0,0,"Limburg",2422,1900,0.544,602,965,0.195,245,0.261,0.322477940457635,0.101156069364162,2457.14285714286,3938.77551020408,0,0,0,0,1,1,1,1,6.40025744530882,6.87212810133899,7.80675451374623,8.2786251697764,0,0,5.50125821054473,7.79234892411304,-1.13172054676756,-2.29109071356831,3.35340671782581,4.2995549352407,-1.68091022435844,0.0372590025271238,-0.812295289207309,0.367304986418146,4.40121636648894,0.418491012736432,-0.608806032126194,-1.34323487165944,-1.63475572041839
"12","BE23.1900",12,"BE23","BRU","Belgium",1,1,0,0.166666666666667,0.166666666666667,0,1,1,0,0,33.8,73.6669998168945,51.0409469604492,3.83994336922964,0,1,0,1,1,0,0,1.31400000666508,23.8833338419596,0.200145988414685,0.120569419736664,0,1.25098063928441,0,0,0,81.5500030517578,0,9,"East-Flanders",2982,1900,0.361,3214,5152,0.364,1035,0.275,0.538640150634699,0.347082494969819,3105.31400966184,4977.77777777778,0.335345405767941,0.335345405767941,0,0,1,1,1,1,8.07527154629746,8.54714026778419,8.04087011958013,8.51273884106686,0,0,6.94215670569947,8.00034949532468,-0.618707555087683,-1.05819278962521,3.52046080248897,4.2995549352407,-1.60870823663882,-2.11552959453213,-Inf,0.223927755173498,4.40121636648894,0.273075925134778,-1.01887732064926,-1.29098418131557,-1.0106014113454
"13","BE25.1900",13,"BE25","BRU","Belgium",1,1,0,0.125,0.125,0,1,1,0,0,29.5,73.6669998168945,51.0023698806763,3.03980395197868,0,1,0,1,1,0,0,1.27674999747353,15.7374995825812,0.139936364255845,0.245725408196449,0,1.32724080538336,0,0,0,81.5500030517578,0,7,"West-Flanders",3144,1900,0.419,2023,3244,0.267,807,0.315,0.736128513671731,0.256679389312977,2506.81536555143,4019.82651796778,0.318066157760814,0.318066157760814,0,0,1,1,1,1,7.61233683716775,8.0845624152353,7.82676844787993,8.29899402594749,0,0,6.69332366826995,8.0532511535491,-0.306350564528956,-1.35992748527915,3.38439026334577,4.2995549352407,-1.9665675007376,-1.40354059333864,-Inf,0.283102204888132,4.40121636648894,0.244317784566787,-0.869884359059999,-1.1551826401565,-1.32050662058189
"14","BE32.1900",14,"BE32","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,24,73.6669998168945,50.5302467346191,3.80521249771118,0,1,0,0,0,0,0,1.60028572045421,78.8000011444092,0.132214054930955,0.523812672921589,0.644875100680761,1.6448751073314,0,1,0,60.8899993896484,1,0,"Hainaut",3786,1900,0.178,5158,8268,0.571,1137,0.25,0.328020811709212,0.300316957210777,4536.49956024626,7271.76781002639,0,0,0,0,1,1,1,1,8.54830418644129,9.02014792080166,8.41991097167289,8.89175470603326,0,0,7.03614849375054,8.23906533176927,-1.11467822227792,-1.20291683801873,3.17805383034795,4.2995549352407,-2.02333304155034,-0.646621153001909,-0.438698623292875,0.497664458740176,4.10906894759664,0.470182188586949,-1.72597172869005,-1.38629436111989,-0.560366069326127
"15","BE33.1900",15,"BE33","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,30.4,73.6669998168945,50.5199653625488,5.66163244247436,0,1,0,0,1,0,0,1.59760000415687,297.979998779297,0.272358354926109,1.35952700376511,0.500069928169251,1.50006991739857,0,1,0,60.8899993896484,0,0,"Liege",3862,1900,0.157,3648,5847,0.559,837,0.285,0.22382233605437,0.216727084412222,4358.4229390681,6985.66308243728,0,0,0,0,1,1,1,1,8.20193435119422,8.67368398817567,8.37986555968688,8.85161519666833,0,0,6.72982407048948,8.25894046298846,-1.49690268444554,-1.52911639249898,3.41444260841218,4.2995549352407,-1.30063659845718,0.307136847905339,-0.693007334000429,0.405511718620924,4.10906894759664,0.468502505721415,-1.85150947363383,-1.25526609871349,-0.581605805827038
"16","BE34.1900",16,"BE34","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,32.3,73.6669998168945,49.9162681579589,5.55554666519165,0,1,0,0,0,0,0,1.54160000307483,362.7,0.169587423652411,1.63044590950012,1.01410856246948,2.01410855498587,0,0,0,60.8899993896484,0,0,"Luxembourg (region)",4440,1900,0.542,797,1278,0.206,220,0.252,0.628318638165967,0.0495495495495495,3622.72727272727,5809.09090909091,0,0,0,0,1,1,1,1,6.68085467879022,7.15305163493748,8.19498241141999,8.66717936756726,0,0,5.39362754635236,8.39840965542627,-0.464707855575898,-3.00478210907391,3.47506723022861,4.2995549352407,-1.77438671136666,0.488853541517336,0.0140099630174642,0.700176693035401,4.10906894759664,0.43282084011259,-0.612489277542491,-1.37832619147071,-1.57987911019256
"17","BE35.1900",17,"BE35","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,31.5,73.6669998168945,50.2297922770182,4.80121262868246,0,1,0,0,0,0,0,1.62500000047869,199.233337402344,0.175289615988732,0.945948680241904,1.09079678853353,2.09079672720309,0,0,0,60.8899993896484,0,0,"Namur",3666,1900,0.319,1446,2318,0.39,351,0.291,0.496834286220949,0.0957446808510638,4119.65811965812,6603.9886039886,0,0,0,0,1,1,1,1,7.27655640271871,7.7484600238997,8.32352545823498,8.79542907941597,0,0,5.86078622346587,8.20685642839965,-0.699498736611888,-2.34607020493378,3.44998754583159,4.2995549352407,-1.74131572446985,-0.055566960617547,0.0869084278462843,0.737545202523039,4.10906894759664,0.485507816076279,-1.14256417619729,-1.23443201181064,-0.941608539858445
"18","DE11.1900",18,"DE11","DE1","Germany",0,0,0,0,0,0,0,0,0,0,30.3,31.7900009155273,48.9588317871094,9.51223388084998,1,0,0,0,1,0,1,1.89715385881746,364.323071993314,1.14582917323479,4.26190319428077,0.779242378014785,1.77924237889634,0,0,0,83.9400024414062,1,0,"Stuttgart, Regierungsbezirk",10558,1900,0.411,3974,4842,0.36,1313,0.23,2.74086761830922,0.124360674370146,3026.65651180503,3687.73800456969,0,0,0,0,1,1,1,1,8.28752842311176,8.485083137498,8.0152138277911,8.21276854217735,0,0,7.1800698743028,9.26463914538356,1.00827451929522,-2.08456927108077,3.41114771251532,3.45915180372193,0.136128543686533,1.44971581973493,-0.249433141563425,0.576187643864389,4.43010228699058,0.640354794051628,-0.889162064485903,-1.46967597005894,-1.02165124753198
"19","DE12.1900",19,"DE12","DE1","Germany",0,0,0,0,0,0,0,0,0,0,29.3,31.7900009155273,49.025595664978,8.58567015329997,1,1,1,0,1,0,0,1.65550000630318,297.016665776571,0.480963324972739,4.22056625286738,0.840423703193664,1.84042369904945,0,0,0,83.9400024414062,0,0,"Karlsruhe, Regierungsbezirk",6919,1900,0.339,3579,4360,0.4,840,0.261,0.313539642883093,0.12140482728718,4260.71428571429,5190.47619047619,0,0,0,0,1,1,1,1,8.18283871076603,8.38022733634308,8.3571920979108,8.55458072348786,0,0,6.73340189183736,8.84202652949881,-1.15982947432597,-2.10862463766145,3.37758751602302,3.45915180372193,-0.731964259241284,1.4399693021901,-0.173849105752129,0.609995816335073,4.43010228699058,0.504103081812582,-1.08175517160169,-1.34323487165944,-0.916290731874155
"20","DE13.1900",20,"DE13","DE1","Germany",1,1,0,0.1,0.1,0,1,1,0,0,27.2,31.7900009155273,47.9928050994873,8.2306670665741,1,1,0,0,1,0,1,1.53849999158819,571.440005493164,0.225971750915051,3.62353055477142,0,1.54179903998763,0,1,0,83.9400024414062,1,6,"Freiburg, Regierungsbezirk",9357,1900,0.504,2779,3385,0.301,903,0.195,0.56201942087115,0.0965052901571016,3077.51937984496,3748.61572535991,0.106871860639094,0.106871860639094,0,0,1,1,1,1,7.9298464297425,8.12710918534638,8.03187915530765,8.22914191091153,0,0,6.80572255341699,9.14388000527591,-0.576218872975284,-2.33815745185893,3.30321697330195,3.45915180372193,-1.4873452834736,1.28744884192337,-Inf,0.432949942385956,4.43010228699058,0.43080791031242,-0.685179010910768,-1.63475572041839,-1.20064501423326
"21","DE14.1900",21,"DE14","DE1","Germany",1,1,1,0.222222222222222,0.222222222222222,0.111111111111111,2,2,1,0,29.3,31.7900009155273,48.1818656921387,9.46944257948134,1,1,1,0,1,0,1,1.56499998263919,620.711113823785,0.545642007556227,3.7713606622484,0,1.32500101093419,0,0,0,83.9400024414062,1,13,"Tübingen, Regierungsbezirk",8918,1900,0.532,2124,2588,0.309,799,0.159,0.748883417483874,0.0895940793899978,2658.32290362954,3239.04881101377,0.224265530387979,0.224265530387979,0.11213276519399,0,1,1,1,1,7.66105638236183,7.85864065562079,7.88545071557769,8.08303498883665,0,0,6.68336094576627,9.09582698518742,-0.289171958469128,-2.41246603942115,3.37758751602302,3.45915180372193,-0.605792182095188,1.32743585471283,-Inf,0.281413222407095,4.43010228699058,0.447885812898947,-0.631111789640493,-1.83885107676191,-1.17441400208439
"22","DE21.1900",22,"DE21","DE2","Germany",0,0,0,0,0,0,0,0,0,0,33.4,31.7900009155273,48.1391304679539,11.6961159913436,1,1,1,0,1,0,0,1.70578261231772,548.565217391304,0.532675475610987,2.79858207702637,0.625518975050553,1.62551898494871,0,1,0,78.0899963378906,1,0,"Oberbayern, Regierungsbezirk",17530,1900,0.396,3898,4748,0.291,1249,0.313,0.335912433803452,0.07124928693668,3120.8967173739,3801.44115292234,0,0,0,0,1,1,1,1,8.26821888006751,8.46547875572956,8.04587564892407,8.24313552458612,0,0,7.13009851012558,9.77166897791528,-1.09090476666478,-2.6415704677897,3.50855589998265,3.45915180372193,-0.629842904018365,1.02911288785483,-0.469173613723058,0.485827140145301,4.35786196077857,0.534024015579564,-0.926341067727656,-1.16155208844198,-1.23443201181064
"23","DE22.1900",23,"DE22","DE2","Germany",0,0,0,0,0,0,0,0,0,0,21.6,31.7900009155273,48.7065846125285,12.7744170824687,1,1,0,0,1,0,0,1.57016667645999,425.408335367839,0.403768515214324,3.03084087371826,0.665270000696182,1.66526999879984,0,1,0,78.0899963378906,0,0,"Niederbayern, Regierungsbezirk",10329,1900,0.683,1426,1737,0.17,682,0.146,0.229106308291088,0.0660276890308839,2090.90909090909,2546.92082111437,0,0,0,0,1,1,1,1,7.26262860097424,7.4599147662411,7.64535422211292,7.84264038737978,0,0,6.52502965784346,9.24271075200663,-1.47356915480318,-2.71768109416317,3.07269331469012,3.45915180372193,-0.906913547380749,1.10884009709945,-0.407562304644025,0.509987271727007,4.35786196077857,0.451181777075599,-0.381260419411347,-1.9241486572738,-1.77195684193188
"24","DE23.1900",24,"DE23","DE2","Germany",1,1,1,0.2,0.1,0.1,2,1,1,0,21.7,31.7900009155273,49.4028690338135,12.0908705711365,0,1,0,0,1,0,1,1.38549999297927,421.850003051758,0.494920188188552,3.83177170753479,0,1.28904808896897,0,1,0,78.0899963378906,1,13,"Oberpfalz, Regierungsbezirk",9690,1900,0.629,1092,1330,0.217,557,0.153,0.656385344649497,0.0574819401444788,1960.5026929982,2387.79174147217,0.206398348813209,0.103199174406605,0.103199174406605,0,1,1,1,1,6.99576615630485,7.1929342212158,7.5809561953597,7.77812426027065,0,0,6.32256523992728,9.17884970488481,-0.421007246874838,-2.85628446495753,3.07731226054641,3.45915180372193,-0.703358765396088,1.34332728305596,-Inf,0.253904030451977,4.35786196077857,0.326061080253606,-0.463624022281697,-1.8773173575897,-1.52785792544168
"25","DE24.1900",25,"DE24","DE2","Germany",0,0,0,0,0,0,0,0,0,0,25.2,31.7900009155273,50.0784058204064,11.3724228785588,1,1,0,0,1,0,0,1.31707691918165,439.830770639273,0.765744474071722,3.74931546357962,0.630286418474638,1.63028640989889,0,1,0,78.0899963378906,1,0,"Oberfranken, Regierungsbezirk",7232,1900,0.477,1525,1858,0.358,674,0.166,0.512262431233332,0.0931969026548673,2262.61127596439,2756.6765578635,0,0,0,0,1,1,1,1,7.32974968904151,7.52725591937378,7.72427485711134,7.92178108744361,0,0,6.51323011091231,8.88627090207201,-0.66891822425455,-2.37304079115971,3.22684399451738,3.45915180372193,-0.266906749656085,1.32157328027388,-0.461580930411176,0.488755710977608,4.35786196077857,0.275414825901243,-0.740238788093796,-1.79576749062559,-1.02722229258144
"26","DE25.1900",26,"DE25","DE2","Germany",1,1,1,0.0833333333333333,0.0833333333333333,0.0833333333333333,1,1,1,0,26.7,31.7900009155273,49.3977632522583,10.8913815021515,0,0,0,0,1,0,1,1.48733333637888,356.066668192546,1.43662457664808,4.12320846319199,0,1.32258439809759,0,0,0,78.0899963378906,1,13,"Mittelfranken, Regierungsbezirk",7245,1900,0.406,2381,2900,0.367,787,0.227,2.61886779020531,0.108626639061422,3025.41296060991,3684.8792884371,0.138026224982747,0.138026224982747,0.138026224982747,0,1,1,1,1,7.77527584648686,7.97246601597457,8.0148028770516,8.2119930465393,0,0,6.6682282484174,8.88806685475478,0.962742083230101,-2.21983860633738,3.2846635654062,3.45915180372193,0.362296318021685,1.41663161349243,-Inf,0.279587699801118,4.35786196077857,0.396984809389887,-0.901402119380404,-1.48280526150073,-1.00239343092757
"27","DE26.1900",27,"DE26","DE2","Germany",0,0,0,0,0,0,0,0,0,0,26.1,31.7900009155273,49.9710048039754,9.90336219469707,0,0,0,0,1,0,1,1.6747500094916,249.433334350586,1.72111839056015,3.57535382111867,0.690613945325216,1.6906139462299,0,1,0,78.0899963378906,0,0,"Unterfranken, Regierungsbezirk",8531,1900,0.58,1473,1795,0.221,657,0.199,0.330152374504416,0.077013245809401,2242.00913242009,2732.11567732116,0,0,0,0,1,1,1,1,7.29505641646263,7.49276030092238,7.71512767696016,7.91283156141991,0,0,6.48768401848461,9.05146186690869,-1.10820099016868,-2.56377784842408,3.26193531432865,3.45915180372193,0.542974306589188,1.27406414219096,-0.370174301173047,0.525091744756969,4.35786196077857,0.515663906073713,-0.544727175441672,-1.61445045425764,-1.50959257746438
"28","DE27.1900",28,"DE27","DE2","Germany",1,1,1,0.0714285714285714,0.0714285714285714,0.0714285714285714,1,1,1,0,24,31.7900009155273,48.1286634717669,10.4726956912449,1,1,0,0,1,0,1,1.71257143022014,584.114288330078,0.586558607806053,3.3386709690094,0,1.38140854816831,0,1,0,78.0899963378906,1,13,"Schwaben, Regierungsbezirk",9994,1900,0.512,2148,2617,0.284,754,0.204,0.62788066745466,0.0754452671602962,2848.80636604775,3470.82228116711,0.100060036021613,0.100060036021613,0.100060036021613,0,1,1,1,1,7.67229245562876,7.86978390253015,7.95465536660294,8.15214681350433,0,0,6.62539236800796,9.20974019190415,-0.465405150546678,-2.58434782389619,3.17805383034795,3.45915180372193,-0.533482687823021,1.2055728143298,-Inf,0.323103665700723,4.35786196077857,0.537996001361815,-0.669430653942629,-1.58963528513792,-1.25878104082093
"29","DE30.1900",29,"DE30","DE3","Germany",1,1,1,1,1,1,1,1,1,1,35.4,31.7900009155273,52.5068702697754,13.4244012832642,0,0,0,0,0,1,0,1.24999999557394,37.2000007629395,0.774605810642242,1.57808065414429,0,1,0,0,0,83.9400024414062,0,6,"Berlin",892,1900,0.095,11095,13517,0.468,2605,0.436,0.802826014365744,2.92040358744395,4259.11708253359,5188.86756238004,1.12107623318386,1.12107623318386,1.12107623318386,0,1,1,1,1,9.3142498353667,9.51170343148383,8.35681716016136,8.5542707562785,0,0,7.86518795418747,6.79346613258001,-0.219617258043685,1.07172182160746,3.56671182013973,3.45915180372193,-0.255401010454999,0.456209332742553,-Inf,0,4.43010228699058,0.223143547773362,-2.3538783873816,-0.830113035633103,-0.75928698306449
"30","DE40.1900",30,"DE40","DE4","Germany",1,1,1,0.0555555555555556,0.0555555555555556,0.0555555555555556,1,1,1,0,30.9222222222222,31.7900009155273,52.389845530192,13.4539355172051,0,1,1,0,0,1,0,1.35288888833786,62.7944451438056,0.793112312753995,1.66130958331956,0,1.61204047839403,1,1,1,83.8899993896484,1,10,"Brandenburg",29484,1900,0.319,4755,5793,0.376,1729,0.305,0.356230448750253,0.058641975308642,2750.14459224986,3350.49161364951,0.0339167005833673,0.0339167005833673,0.0339167005833673,0,1,1,1,1,8.46695197497949,8.66440557109662,7.91940876827834,8.11686236439547,0,0,7.45529848568329,10.2916030223092,-1.03217742960632,-2.83630453662589,3.43147509119563,3.45915180372193,-0.231790437169097,0.507606196960178,-Inf,0.477500754435441,4.42950640958258,0.302242223375813,-1.14256417619729,-1.18744350237473,-0.978166135592243
"31","DE50.1900",31,"DE50","DE5","Germany",1,1,1,1,1,0.5,2,2,1,0,23.8,31.7900009155273,53.3329734802246,8.66088676452636,0,0,0,1,0,1,0,1.38049999638941,4.19999990612269,0.220292617566884,0.219224324449897,0,1,0,1,0,83.3300018310547,0,10,"Bremen",419,1900,0.067,981,1195,0.426,222,0.507,0.250508673620017,0.529832935560859,4418.91891891892,5382.88288288288,4.77326968973747,4.77326968973747,2.38663484486873,0,1,1,1,1,6.88857245956536,7.08590146436561,8.39365035667522,8.59097936147547,0,0,5.40267738187228,6.03787091992214,-1.38426173382705,-0.635193538049858,3.16968558067743,3.45915180372193,-1.51279853655293,-1.51765976085917,-Inf,0,4.42280865036765,0.32244574977265,-2.70306265959117,-0.679244275390954,-0.853315932712767
