STAT_LEVL_CODE;NUTS_ID;NUTS_NAME;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
3;ITF65;Reggio di Calabria;6311,063476;7398,823559;7670,740814;8407,720229;8567,935603;9575,600122;9491,59485;10013,6366;10293,55734;11627,68033;11625,56048;12886,04585;12946,44481;13183,84276;13140,45727;12821,77057;13062,11707;13975,62404;14577,10525;15278,9443;15687,64167;16199,88515;16269,53122;16108,82524;16894,99187;17448,2299;17882,87299;18642,07226;18599,59571;17987,66164;18001,18959;17643,38968;17815,50586;17481,05546;17412,34294;18159,79124;17973,2703;18450,38934;18398,24933;18651,78123;18780,03293;19107,40782
1;ITG;Isole;5278,555154;5863,561618;6422,176514;7031,716384;7680,134318;7995,242931;8491,020449;9009,503838;9543,609888;10180,07377;11259,09808;12327,75653;12737,01944;12692,73883;12816,28158;12133,27104;12479,4875;13485,82544;14234,62338;14631,02461;15642,82805;16224,22613;16364,09673;16542,31574;16671,98255;17335,56068;18220,36099;18828,35575;18919,50805;17996,14534;18089,79527;18179,36551;18327,33123;17699,92517;17398,7855;18178,6551;18320,33793;18594,01933;18706,98767;18879,19944;19091,79093;19394,74696
2;ITG1;Sicilia;5232,768943;5864,23346;6401,18155;7020,040929;7610,861089;7928,031695;8431,298276;8984,86441;9449,736462;10036,37526;11172,92808;12173,57336;12524,57433;12523,8316;12616,53869;11986,41144;12363,53843;13202,14037;13825,5647;14293,79932;15256,15478;15803,59489;15979,74373;16116,73114;16164,9723;16912,91719;17770,98015;18320,73882;18324,56778;17425,69929;17507,62162;17542,01046;17645,64842;17098,0909;16682,68401;17351,08338;17555,34326;17808,22305;17970,31416;18147,28413;18391,73968;18704,75166
3;ITG11;Trapani;5968,311782;6533,41619;6997,352751;7546,433162;8074,987919;8313,125798;8762,849913;9290,384678;9736,050836;10316,03063;11362,356;12376,29776;12732,69779;12755,53755;12952,33238;12388,5096;12763,7655;13388,64481;13961,20183;14702,39877;15833,58002;15824,02527;15825,34726;15613,15127;15555,71817;16037,53487;16985,82716;17323,9597;16760,92938;15439,62879;15871,86517;15697,36966;15603,7789;15362,72147;15148,22236;15684,55518;15897,77539;16118,46173;16290,57029;16453,08714;16691,50088;16981,78282
3;ITG12;Palermo;4778,328569;5380,652816;5896,157868;6495,818543;7075,462344;7406,817746;7907,501367;8446,920716;8905,363462;9478,73026;10501,92333;11468,41245;11833,72202;11878,99889;12048,21007;11533,28992;11933,69762;12696,42708;13393,32712;13701,18015;14719,35266;15838,20599;15945,26532;15959,07733;16211,36856;17155,79489;18024,20096;18645,16139;19491,3035;18805,50422;18857,42825;18511,64828;18435,32426;18054,42261;17664,64613;18460,69356;18554,20432;18803,28668;18894,60782;19042,67938;19233,83457;19514,34369
3;ITG13;Messina;4696,327328;5336,968943;5912,298088;6577,989631;7224,312952;7617,109675;8185,993042;8806,392906;9339,324332;9990,553704;11527,79155;12669,04416;13128,57359;13220,17864;13176,80951;12396,35373;13122,46461;13873,22719;14583,94796;15145,93273;16072,80694;16880,33629;16704,81267;16505,82755;16351,03418;17341,13905;17895,32505;18615,39022;17694,56635;16689,14141;16465,8351;17405,59574;17425,67877;16924,70744;17250,63691;17361,76827;17733,39185;18039,61019;18319,11145;18573,30611;18927,38344;19336,00785
3;ITG14;Agrigento;4395,310356;4957,816489;5427,122818;5942,069534;6441,60046;6716,408607;7154,000931;7638,57451;8035,015222;8535,611199;9446,321557;10278,81035;10550,29567;10548,49741;10698,91198;10227,15947;10683,78146;11652,75456;11796,27056;12184,84185;12233,55175;12872,33215;13570,44232;13827,14375;13960,05157;14240,24182;15495,60098;16215,84888;14905,67301;14491,16154;14451,74276;14645,73984;15012,02538;14640,44213;14555,37585;15031,34873;14995,16241;15263,97442;15277,97408;15425,135;15550,26729;15787,87794
3;ITG15;Caltanissetta;5008,36426;5632,578895;6176,800256;6799,105674;7406,387699;7745,153669;8278,610829;8879,270592;9389,39336;10026,00674;11323,6123;12383,88444;12774,99372;12764,2286;12887,63977;12294,34857;12558,78185;13574,47792;14569,98141;14601,98547;14933,18923;14925,80541;14865,88668;14916,27483;15131,29162;15793,99468;16301,41625;17107,22236;17828,40961;16099,50658;16112,22948;15984,9031;15695,33775;15659,06677;15312,12695;15545,63056;15530,75615;15819,01846;15881,13228;16057,78628;16230,02916;16509,68631
3;ITG16;Enna;3793,494921;4307,743742;4765,036681;5285,355888;5771,242269;6034,305449;6465,071413;6948,22268;7377,899115;7908,807779;8973,91457;9855,017912;10210,63665;10231,12584;10412,94561;9999,789268;10363,36944;11702,98045;11859,29385;12095,37027;13289,43352;13529,34018;13904,92009;14126,88045;14783,4782;15113,38169;15322,56214;17023,07893;16172,33289;15825,17118;15828,70215;15190,64051;15372,87876;14965,63731;15627,54966;15496,48845;15664,56659;15998,06439;16162,23929;16404,7483;16670,22817;17030,33214
3;ITG17;Catania;5468,851259;6146,603026;6725,316444;7390,242193;8012,098111;8343,857274;8869,666776;9439,519654;9914,621952;10520,15737;11736,67292;12773,4637;13126,85992;13070,97459;13080,77323;12315,83754;12373,61147;13130,42865;13817,52842;14605,53833;15845,14823;16524,83001;16740,31799;16998,45804;16796,71014;17610,156;18216,92193;18754,04202;19197,73829;18145,21231;18050,46445;17992,4961;18095,01961;17665,48678;17512,35681;17705,10243;18057,63813;18290,73552;18527,74348;18713,22011;19010,57272;19348,70889
3;ITG18;Ragusa;6504,229765;7174,289164;7691,036227;8299,680074;8872,719629;9135,484147;9626,992161;10178,70964;10634,61626;11233,89858;12153,08644;13186,54993;13530,80709;13577,86306;13731,76185;13139,25858;13541,0993;14667,14762;15201,70896;15818,78556;17201,46727;17004,39148;17790,11035;19360,17923;19763,21523;19389,58376;20472,62442;20205,53479;19285,90442;18982,88385;19812,12005;20139,87806;20884,12051;17960,63652;17782,55515;17726,09386;17743,11694;17872,97207;17890,16633;17933,73107;18033,05568;18202,34385
3;ITG19;Siracusa;7123,712787;7890,35476;8520,118612;9252,175033;9933,348765;10223,44831;10713,76519;11258,90968;11689,82218;12242,70967;13265,61543;14215,38825;14395,02101;14173,69815;14131,47176;13300,64214;13831,49968;14772,72898;15477,40969;15502,08676;16481,0053;16036,37009;16088,38889;16037,26688;15795,83161;17237,90505;19041,98432;19077,55031;19453,54615;18249,29944;18654,21731;18844,80511;19296,1497;18718,67594;14919,10642;18929,87758;19358,92374;19626,12958;19930,04203;20158,09249;20522,04931;20921,6463
2;ITG2;Sardegna;5419,693929;5861,520056;6486,08542;7067,364359;7892,068305;8201,144688;8674,211272;9085,207795;9832,447669;10622,71448;11520,55895;12793,87186;13377,30169;13197,85169;13417,30232;12577,74596;12830,67876;14345,96704;15477,75131;15656,77347;16821,42141;17505,07875;17535,32685;17836,99987;18215,19448;18621,755;19586,95048;20370,16026;20726,91886;19729,30612;19862,35797;20122,72798;20408,3053;19534,33654;19591,5747;20712,23173;20661,38695;20997,6285;20953,85373;21108,70604;21219,17236;21488,06133
3;ITG25;Sassari;5014,674407;5434,173292;6021,575798;6521,282246;7277,081511;7759,313943;8032,722557;8275,06114;8947,980879;9598,038589;10396,31117;11470,06273;12163,47625;12364,87464;12693,47899;11970,07393;12243,08618;13743,85657;14911,00415;14990,1672;15682,45864;16921,17806;17155,42208;17028,61898;17073,68631;17547,53081;19102,79358;19716,24917;18940,48261;18390,32324;18605,16773;19883,2971;19919,32185;19144,64639;18832,43319;19296,76962;19106,9714;19416,66516;19335,70818;19465,25831;19536,22554;19765,41318
3;ITG26;Nuoro;5824,925012;6276,540976;6917,244155;7450,572381;8266,209121;8766,630614;9024,442738;9242,373079;9941,727713;10600,98114;11420,75313;12538,54138;13277,97351;13382,88445;13624,07944;12736,33361;12913,69058;14072,59473;15040,28746;15445,02986;16834,8503;17419,59868;17047,20012;17533,06948;17933,56558;18072,38313;18876,19188;19359,5887;18253,87817;17237,27415;17925,75645;18047,1001;18203,08846;18163,18855;18153,94001;18914,13261;18788,41756;19156,28366;19086,94107;19262,4948;19356,93022;19625,97762
3;ITG27;Cagliari;6086,783594;6596,079624;7309,376405;7915,214354;8830,052054;9415,498829;9745,909187;10037,13286;10854,70436;11639,00321;12607,67697;13871,01232;14760,44002;14976,80818;15339,02338;14433,77028;14728,0449;16716,11369;18045,121;17977,59292;19764,45798;20333,56284;20074,5305;20571,92572;21119,338;21271,73098;22169,45652;23051,41037;25711,76543;24096,49664;23802,16366;23661,99769;24308,04757;23110,71663;22737,27103;24766,60004;24941,04329;25311,77295;25369,49008;25567,41166;25776,26259;26132,24463
3;ITG28;Oristano;5588,820274;6017,044471;6625,89812;7160,764025;7918,983357;8349,385634;8591,74133;8792,049719;9454,34136;10075,68917;10850,03736;11879,84292;12503,20861;12611,83507;12839,40097;12006,37645;12176,40696;12853,97301;13611,07805;15113,85029;15516,16769;15964,74412;16678,89941;17254,0747;18159,78307;18589,89815;19176,68866;19796,89359;18514,96353;17588,60426;17655,51539;17172,68843;17632,25124;16520,81108;17354,91781;17747,09021;17990,32811;18324,82597;18466,77551;18690,8319;18939,42831;19288,99152
3;ITG29;Olbia-Tempio;5545,215727;6001,822921;6659,908431;7451,983837;8422,357954;8074,039841;9277,114907;10321,9364;11259,62716;12512,58772;13694,39256;15657,5053;15790,73845;14381,71641;14352,99588;13369,90902;13711,29092;15307,41692;16591,82705;16588,59583;17477,37937;18169,60349;18418,6322;18933,81085;19407,38484;21273,79518;21920,96626;22714,53735;22215,39314;21699,92276;22588,39721;23065,86125;23395,07215;22245,82661;21801,55802;22640,25936;22369,50838;22622,03174;22376,97639;22403,28131;22342,92723;22474,0097
3;ITG2A;Ogliastra;3532,519637;3853,702649;4300,924301;4840,917431;5497,354585;5320,225745;6136,998342;6863,087048;7541,498177;8432,244153;9290,044735;10705,6358;10867,80476;9953,51886;9980,734707;9332,500708;9601,258009;10918,2854;11692,31287;11970,78564;13386,46333;13518,25166;13992,27832;14854,78978;15481,40967;15601,28606;15543,78514;16576,30553;15411,80308;14721,58915;15319,3478;16586,71987;16273,68222;15864,22636;17513,05779;17782,75443;17749,62466;18025,93857;17989,11725;18113,98224;18207,18827;18432,29655
3;ITG2B;Medio Campidano;4489,565066;4829,433173;5323,494096;5912,066927;6628,41957;6341,284037;7205,706497;7943,269187;8608,965831;9497,127093;10323,48933;11689,27332;11605,78561;10489,20166;10373,54796;9568,28957;9713,665051;10909,13516;11732,40595;11425,2233;12181,81903;12640,92926;12665,81637;12860,0512;12796,59887;13452,70988;14805,33019;15813,0107;14177,42633;13170,47584;13898,81466;13922,36716;13964,1106;12950,46164;13814,72285;14536,03775;15115,91005;15423,87124;15840,25873;16148,73147;16603,44559;17069,40557
3;ITG2C;Carbonia-Iglesias;4638,623423;4998,858585;5520,88783;6132,845225;6891,138828;6620,250745;7520,772071;8292,863276;9008,564382;9949,587018;10839,43955;12291,7628;12321,73439;11191,7283;11102,57698;10279,16261;10464,66797;11837,67189;12960,73666;12894,2423;13806,97902;14377,52515;14228,52791;13767,86282;13638,14981;13550,90312;14440,69564;15427,10093;15930,24354;15564,93333;15085,49526;14989,34195;14650,64203;14263,70761;15201,63342;16344,76981;15048,55019;15336,34937;14482,558;14350,85158;13792,31278;13597,44274
1;ITH;Nord-Est;9227,329297;10170,65977;10972,64311;11409,52617;12571,1766;13423,30189;14213,87731;15167,50243;16658,11046;18194,056;19382,8354;20517,74214;21514,46804;21507,62668;22554,12593;22317,30433;23402,06648;24996,91386;25832,54378;26468,60939;28294,18599;28780,37945;28825,55791;28857,69157;29125,18559;29734,40807;31202,12142;32736,90516;32325,94358;30003,12338;30688,9869;31805,76065;31747,89241;31239,56637;31870,632;33202,08161;34237,82719;35022,34124;35718,95184;36372,43943;37196,52159;38126,63235
2;ITH1;Provincia Autonoma di Bolzano/Bozen;9672,740606;11062,52562;11933,86807;12696,564;14033,09601;14956,60663;15846,18807;16820,28488;18254,24982;20218,77931;21683,19357;22937,75368;24461,40861;25451,58392;26518,41873;25927,93966;27370,52333;32833,35506;31360,35014;30671,677;32705,14801;32846,24157;32573,88132;32600,59831;33573,75219;33928,89357;35891,0567;37469,62378;37904,49252;36532,95541;37658,07556;38903,99907;40685,94621;40201,22511;40829,53803;42532,51384;43431,70292;43419,92363;43688,68834;43650,49585;43987,8562;44332,46495
3;ITH10;Bolzano-Bozen;9672,740606;11062,52562;11933,86807;12696,564;14033,09601;14956,60663;15846,18807;16820,28488;18254,24982;20218,77931;21683,19357;22937,75368;24461,40861;25451,58392;26518,41873;25927,93966;27370,52333;32833,35506;31360,35014;30671,677;32705,14801;32846,24157;32573,88132;32600,59831;33573,75219;33928,89357;35891,0567;37469,62378;37904,49252;36532,95541;37658,07556;38903,99907;40685,94621;40201,22511;40829,53803;42532,51384;43431,70292;43419,92363;43688,68834;43650,49585;43987,8562;44332,46495
2;ITH2;Provincia Autonoma di Trento;11032,10945;12425,4289;13285,06464;14003,31011;15330,46925;16202,3732;17018,83372;17901,96773;19260,63367;21154,97689;22529,86632;23551,3734;24871,38037;25468,89099;26199,32323;25368,82683;26742,36913;31037,68395;30046,52014;29128,91097;30967,99713;31654,98905;31726,93096;31520,0344;31346,1664;31735,65954;32970,67958;34670,3542;34426,79815;32755,89078;33367,67855;34126,53091;34351,05499;34196,95907;34606,05936;35306,73514;35917,04547;36949,59072;37439,20474;38178,78031;38897,27247;39855,14962
3;ITH20;Trento;11032,10945;12425,4289;13285,06464;14003,31011;15330,46925;16202,3732;17018,83372;17901,96773;19260,63367;21154,97689;22529,86632;23551,3734;24871,38037;25468,89099;26199,32323;25368,82683;26742,36913;31037,68395;30046,52014;29128,91097;30967,99713;31654,98905;31726,93096;31520,0344;31346,1664;31735,65954;32970,67958;34670,3542;34426,79815;32755,89078;33367,67855;34126,53091;34351,05499;34196,95907;34606,05936;35306,73514;35917,04547;36949,59072;37439,20474;38178,78031;38897,27247;39855,14962
2;ITH3;Veneto;8752,346162;9679,224414;10538,71038;10899,60801;11955,80921;12735,66951;13666,79314;14723,54999;16272,88449;17722,62936;18810,13839;19893,79106;20946,10126;20818,07598;21880,46903;21643,78248;22655,08972;23934,22371;24876,20953;25538,27491;27330,71998;27683,07542;27603,87474;27986,59195;28347,95582;28909,91287;30056,31074;31431,61411;30833,36866;28817,21738;29397,8223;30444,23806;30300,40563;29688,57114;30355,56048;31657,23183;32847,24839;33783,06522;34638,89555;35450,47159;36430,58313;37515,76379
3;ITH31;Verona;9329,919939;10332,644;11246,47741;11752,58824;13079,74972;14207,25337;15318,69238;16248,85725;17672,79413;19089,77432;20255,32984;21413,55809;22497,21416;22340,67823;23311,11459;22773,60635;23509,54011;24484,5547;25316,05063;25960,69504;27758,69585;28052,07107;27467,11832;27773,28464;28251,45183;28824,5261;30551,02988;31881,55906;31166,75625;31240,69071;30642,47823;30981,0706;31525,04671;30846,77818;31067,88347;32443,98575;33832,26695;34773,50109;35720,50024;36559,06985;37607,37107;38735,80697
3;ITH32;Vicenza;8598,564032;9554,045896;10443,66812;10928,41921;12091,60538;13393,16325;14217,29025;15312,97137;17041,97115;18534,70418;19596,11442;20511,69069;21484,06029;21385,01667;22619,83627;22440,97633;23292,36655;24761,82507;25710,29602;26105,60725;27910,65748;28405,79712;28446,16497;28556,75084;28708,45479;28691,5511;29440,17179;31074,3763;30469,23297;28343,46462;29158,09798;30559,41983;30638,71673;30312,48138;30886,85086;32552,59741;33478,63909;34467,94565;35202,988;36012,77223;36919,41442;37986,40645
3;ITH33;Belluno;7892,273299;8772,186704;9611,661216;9880,200906;10590,84574;10516,34563;11332,98259;12478,57338;14113,99825;15638,93641;16584,35881;17700,70728;18788,62548;19214,46548;20776,5213;20999,24976;21733,55716;22555,44939;23870,6131;24710,39029;26717,12587;26566,46836;26641,20569;26975,35366;27092,24861;26146,20189;27143,54461;28682,16395;29497,17401;26166,98378;27426,70428;29513,21853;29632,11081;29607,31611;31005,6433;32208,83412;33589,10829;34672,8096;35742,2138;36733,76228;37935,08532;39237,81111
3;ITH34;Treviso;9469,392255;10462,08942;11387,15137;11706,29048;12755,16361;13581,84837;14497,71897;15684,05741;17464,40916;19101,79662;20176,19083;21138,7808;22100,88674;21836,18511;22908,48843;22541,47047;23496,10298;24951,97949;25973,74007;26954,13664;28190,61996;28928,2354;28941,02472;28924,61126;28924,8432;30602,77467;31437,69175;33107,62751;33301,12078;29187,28981;29263,13864;30068,89353;29503,00903;28713,78221;29839,68074;30959,81019;32530,55062;33385,86378;34428,34695;35241,72774;36337,10049;37453,69539
3;ITH35;Venezia;7803,190786;8628,463213;9404,18283;9704,584221;10633,3684;11022,21738;11886,68737;12979,64148;14402,61068;15722,0753;16793,19724;17890,80606;19091,63941;18977,4185;20025,65004;20080,26815;21530,10725;22610,03342;23763,33054;24437,50008;26260,09195;26561,45284;26497,94016;27096,66295;27570,35864;28194,04374;30192,78243;31240,71483;29936,87202;28724,71058;29244,2335;30030,76634;29446,97687;29075,66394;29547,94669;30843,21575;31812,79505;32722,93215;33433,158;34183,41158;35042,5875;36039,15307
3;ITH36;Padova;8726,400394;9644,796305;10493,08655;10766,42167;11659,65727;12573,651;13582,25838;14654,29682;16180,29141;17562,13371;18670,63214;19993,2558;21133,39457;20969,78698;21877,55847;21611,92064;22683,75617;24355,81668;25088,75441;25655,83868;28131,88218;28278,90822;28161,10553;28911,41888;29618,02008;30043,48788;30739,09525;32061,63906;31424,08221;28722,7211;30368,72821;32071,23997;31987,62326;30895,29588;31631,0454;32840,67309;34137,71135;35078,98476;35994,18879;36822,26617;37849,38926;38966,39079
3;ITH37;Rovigo;9377,989337;10202,42533;10938,89517;11169,27159;12339,78017;11977,62121;12741,43538;13415,5127;14522,89324;15932,8738;16888,69843;17681,92445;18277,63749;18111,48101;18989,88331;18617,97593;19714,19262;20495,59398;21149,63734;21763,74613;22534,08236;22661,73422;23486,41513;24295,09619;24689,03125;24863,76496;25207,53701;25912,88885;24201,71451;23266,40855;24734,99222;25492,39178;24580,22518;24267,85258;25036,22054;25830,8114;25975,10701;26892,11343;27174,10875;27821,65545;28352,24175;29148,69012
2;ITH4;Friuli-Venezia Giulia;8873,132784;9655,03854;10398,0151;10914,54995;12086,53898;12882,35864;13431,0127;14283,00945;15693,84432;17415,30053;18326,72643;19429,49506;20037,70246;19275,37029;20096,39162;20034,59696;21112,57915;22259,8706;23075,83866;24161,02071;25879,12105;26644,82319;26844,77505;26231,42891;26370,98518;27411,14879;28912,7362;30370,20236;29636,32361;27237,09309;28313,81574;29061,26877;28590,08304;28322,76847;28788,2127;30344,58766;30992,8592;31587,28957;31970,1422;32409,14076;32943,67112;33614,3243
3;ITH41;Pordenone;9318,412892;10064,8809;10776,45782;11193,66198;12277,98166;13495,20055;14094,50956;14999,29913;16481,49154;18254,41023;19309,60534;20591,75255;21071,86806;20107,31975;20917,64035;20891,6596;21976,09371;24374,01776;25046,58108;26148,48207;27098,16857;27742,06862;27485,11907;26442,73697;26702,44391;27750,57943;29270,63182;29839,97308;28656,76412;25344,45407;27802,16679;29086,5436;28295,441;28202,22991;28074,58442;30028,28119;30702,14141;31279,62114;31637,71375;32056,06169;32563,0431;33206,1127
3;ITH42;Udine;9999,786678;10824,89171;11595,28846;12233,83658;13596,19879;13751,59176;14271,67259;15135,56256;16596,17494;18414,14588;19272,88628;20354,68088;20921,51085;20196,9039;21080,02268;21022,4652;22424,92921;23295,56204;24023,06988;25136,26822;26878,41962;27396,19801;27870,33504;27016,13174;26991,86366;27785,30624;29565,15541;31877,17349;30725,62711;28501,05108;28294,47586;28584,49361;28195,50505;28124,00232;28496,82528;29896,72278;30348,91397;30951,70084;31255,15423;31677,44791;32153,47144;32791,25574
3;ITH43;Gorizia;8692,834407;9483,944111;10212,41821;10485,34079;11583,60253;12608,4366;13230,32288;14031,41283;15255,45554;16898,68894;17977,02825;19165,94572;19777,52021;18696,50129;19214,30779;18779,33721;19307,36681;19915,00974;21103,54888;22022,43817;23059,39076;23617,66517;23817,68789;23282,05723;23414,65032;24782,1414;25558,46443;25957,40712;24688,16681;23133,42943;25874,24616;26354,0617;25053,70058;24982,10125;25408,09832;26486,93391;27853,38137;28430,50211;29300,56857;29899,16964;30800,28091;31688,6629
3;ITH44;Trieste;6462,804914;7170,12745;7873,691683;8354,001708;9259,91308;10725,54807;11224,59514;12012,84069;13336,10414;14838,45664;15626,09798;16518,33445;17320,23287;16837,92296;17697,13621;17776,85607;18465,9142;19084,01211;20007,73715;21078,21484;23968,46484;25460,38341;25592,90729;25957,6519;26307,46952;27694,56279;28981,53477;30277,69039;31399,15699;29312,06822;30506,5871;31751,85786;32022,49086;30974,06205;32429,02959;34084,85673;34716,87961;35314,66918;35611,87643;36011,76044;36488,3611;37131,43877
2;ITH5;Emilia-Romagna;9608,458342;10522,68892;11266,4743;11695,6077;12932,86592;13872,54126;14568,70255;15444,06013;16914,00293;18399,1763;19729,41305;20928,54128;21883,49737;22060,50762;23187,58169;23002,68487;24093,15482;25412,97527;26609,04997;27412,57211;29271,78138;29842,66414;30014,52093;29866,94169;30035,18757;30622,57755;32410,03577;34116,7963;33889,53626;31045,12113;31685,26083;33002,16838;32898,18774;32381,79201;33032,65948;34359,20381;35385,47734;36106,83227;36778,93446;37378,23223;38170,94928;39058,87594
3;ITH51;Piacenza;9889,134528;10847,88038;11579,52445;12114,10098;13460,41872;12650,63983;13238,85742;14054,86289;15332,73589;16875,36824;18259,24436;19495,30608;20341,64984;20401,80261;21383,49222;21413,59074;22749,05304;24820,82272;25941,97773;25974,47323;27349,56633;28353,03554;29036,05172;29199,7194;29357,54227;29651,5958;32673,84744;34704,32101;32460,23305;28765,56171;27608,91174;30125,1753;30888,62319;29735,99659;30641,24791;31638,58466;32036,51457;32722,00078;32940,15763;33378,48765;33804,35298;34439,93119
3;ITH52;Parma;9452,605863;10433,58889;11217,78675;11768,84443;13146,38047;13899,26127;14635,68564;15584,05851;17163,80083;18802,24869;20487,77174;21803,09863;22815,55279;23028,05052;24305,9827;24062,0318;25428,5987;26059,82686;27957,38018;28814,15813;30427,24091;31737,42124;31949,06704;31947,35809;32235,98263;32275,54097;33499,58152;35367,84886;35072,82015;33227,03319;34617,57832;34786,24427;35434,78201;34415,5131;34721,28477;35966,71072;36861,35357;37524,81784;38164,41563;38705,64836;39457,74017;40295,85394
3;ITH53;Reggio nell'Emilia;11533,37746;12632,96801;13469,9445;13879,23099;15215,50804;15890,79842;16639,77257;17663,64042;19414,74348;21058,74156;22196,17462;23174,29779;24059,67104;24347,47073;25636,05647;25207,65182;25125,51378;27877,22958;29104,44404;29623,82683;31520,25624;32434,4777;32197,51328;31538,49992;31417,20144;32899,11197;34371,16308;35821,95773;36391,79598;32426,73373;32114,94493;33195,39772;32636,16972;32218,87161;32398,60195;34365,78759;35526,91263;36283,34702;37066,71641;37727,27426;38616,99497;39582,45333
3;ITH54;Modena;10659,42113;11648,18837;12407,35128;12986,00427;14366,36715;15202,82779;15958,37221;16928,52052;18600,77306;20156,53609;21360,5199;22568,15648;23625,3939;23903,33815;25259,69438;25182,5808;26663,01352;27689,02415;28955,1581;29791,89056;31825,46711;32069,2673;31805,97679;30901,79656;30593,70112;31351,83975;33504,68811;36336,13364;36874,60442;33027,75186;33351,24676;33675,75615;34090,30145;34357,70635;35599,79572;36751,20615;38622,71214;39460,08009;40656,5893;41496,32079;42729,57878;43950,71979
3;ITH55;Bologna;10215,23376;11303,66309;12143,2422;12603,88371;14033,07878;15755,01879;16593,17088;17505,25921;19220,80384;20940,25755;22433,08279;23848,51458;24953,19269;25245,12422;26370,47769;26084,48307;27399,56287;29097,80693;30103,53775;31397,65402;33655,42762;33606,59223;33714,2424;33430,41404;33443,03301;34211,08929;36540,60644;37624,21355;37008,32818;34566,32925;36777,68734;38580,84057;38083,92759;37325,37017;38229,30641;39788,3357;40529,20314;41223,40283;41706,10274;42206,69608;42858,29614;43657,29912
3;ITH56;Ferrara;8279,399893;9070,251574;9709,05173;9941,920524;10892,65409;11086,19306;11638,4716;12417,94016;13566,97944;14798,95452;16241,93424;17330,0013;18116,79818;18020,34909;18936,80092;18842,44342;19476,50373;21153,97246;21817,93582;22615,58393;23591,13257;24168,48042;24366,39862;24625,32979;25107,65313;24926,74777;25311,36883;27579,88008;27561,85724;24130,11857;23836,26568;24964,53353;24845,73604;24721,25791;24988,44115;26212,03357;27001,31828;27799,23231;28335,37208;28981,242;29679,32264;30533,8282
3;ITH57;Ravenna;8800,470727;9616,311605;10285,56987;10519,19364;11482,27788;11908,20309;12477,56262;13263,76535;14416,82462;15663,78778;16884,90613;18033,41662;18858,94612;18805,64982;19746,63648;19703,1346;20137,97543;20662,47821;21898,39435;22677,36447;24863,39557;26405,78746;26995,59672;27324,71957;27769,59321;28292,34764;29587,73485;30541,52004;31070,45026;28289,45859;28584,81001;30997,3096;30128,72045;29851,50728;30466,33537;31418,75437;32332,23097;33005,8429;33624,49769;34184,77211;34918,55059;35743,50059
3;ITH58;Forlì-Cesena;7947,46755;8768,750622;9416,545451;9799,634371;10809,52006;12653,40204;13250,66325;14051,60809;15198,71948;16361,24121;17270,59463;18261,86455;19139,53762;19427,84262;20493,2135;20323,28755;22000,10567;22805,91823;24163,88291;25046,68143;26331,8303;25492,92508;26002,96683;26416,70771;27021,26856;27170,48818;29032,76126;30816,08889;29591,4763;28283,39988;29271,91463;30051,63569;29815,98269;29267,99167;29816,53886;31354,76416;32126,99789;32831,43268;33297,40718;33829,66068;34451,76815;35218,97122
3;ITH59;Rimini;7040,967608;7331,910288;7887,569303;8223,994127;9090,055469;10661,01097;11211,93811;11831,49806;12896,46017;13960,57817;15152,10654;16195,51188;17035,92415;17107,2747;17996,846;17801,85858;19099,62683;18991,66224;20019,00357;20126,31748;22362,49727;24121,8101;24550,20311;25050,65998;25798,28905;26513,91051;28102,26882;29390,22099;29404,24759;27374,30971;27050,91431;29373,07318;29341,73211;28131,6893;28297,41032;28864,51181;30042,20693;30539,00675;31311,8987;31804,84374;32601,91075;33381,95367
1;ITI;Centro (IT);9033,461974;10237,80505;11201,65418;11910,69186;12984,66715;14022,25226;14957,52021;15700,55167;16879,25421;18342,00083;19454,43405;20763,43512;21658,52151;21785,87898;22355,39017;21662,44817;22694,15348;22962,21331;24306,53214;25142,3655;26658,52668;27400,88421;28008,13057;27972,05836;28494,85084;29051,8745;30410,91668;31869,72407;31366,07583;29750,28655;29976,23287;30607,8186;30331,06892;29329,97594;29135,7596;29958,56383;30955,91089;31316,39844;31926,77319;32282,75838;32937,94343;33590,18761
2;ITI1;Toscana;8797,889777;10052,90279;10984,18815;11327,42939;12259,13507;13411,95556;14078,61606;14550,61027;15634,57176;16998,14424;17907,21125;19066,47852;19736,22688;19788,63863;20478,94245;20045,60931;20951,96014;21510,65688;22696,99496;23716,93698;25350,44567;25853,3602;26186,92367;26289,85687;26446,93474;26868,88481;28253,1442;29643,39119;29400,32337;27979,1191;28275,15167;29056,88672;29297,51109;28417,76037;28996,34222;29923,63899;30705,5581;31076,24909;31537,10067;31852,05654;32393,23037;32977,53202
3;ITI11;Massa-Carrara;6529,637462;7465,703529;8158,164418;8397,586093;9029,463708;9818,26724;10289,00795;10627,34837;11388,18659;12367,04503;13177,14308;14020,70166;14486,86143;14494,3737;14946,4752;14553,0632;15147,98671;15945,87934;16501,35843;17137,48349;18141,4193;19024,99279;19449,65106;19877,71523;19783,25482;20897,75117;21864,55405;22689,30356;21222,74613;22082,0332;21595,1766;22309,60442;23034,42574;22402,36003;23464,06716;23766,11126;24401,38564;24826,41325;25160,35431;25492,22266;25933,17411;26462,60806
