STAT_LEVL_CODE;NUTS_ID;NUTS_NAME;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
3;DE21H;München, Landkreis;10244,49844;12318,00079;13817,85627;15285,84585;17209,45283;18762,50069;19133,87766;23657,25913;25051,08587;29797,77183;31620,41214;35901,51267;38559,53864;42481,30687;43940,48816;41377,75066;44179,98467;49051,6912;53801,36439;59515,17375;73163,01127;79838,11887;79923,74059;78730,76666;81749,2338;85441,19427;85471,70826;91926,15589;87892,38596;85500,69517;84630,31409;94669,42321;94735,92594;89627,05562;89622,67048;95379,87372;94716,50916;96361,91157;97940,49736;99207,64024;101100,5347;103095,1354
3;DE21I;Neuburg-Schrobenhausen;8216,171402;9545,837035;10166,22965;10760,51405;11585,7952;12062,93797;11750,85742;12544,07949;12598,86006;14159,51759;14217,94045;15214,08297;15353,19232;15816,80757;15245,33419;18573,19716;18785,98682;18794,31597;19125,74802;19866,52377;20675,031;22037,13495;22233,78294;23066,33062;24155,72187;24292,34524;25741,02071;27133,23291;27833,78719;27041,70989;29574,53735;29710,49231;30607,88942;29330,91099;30206,78451;31173,73417;32285,30162;32792,13061;34130,13002;34773,9635;36008,36241;37020,66588
3;DE21J;Pfaffenhofen an der Ilm;5276,284076;6302,070077;6910,429959;7477,825762;8213,650935;8791,858271;8735,810494;9647,453334;9891,456067;11353,61172;11580,95091;12604,15951;12955,68643;13597,05409;13387,02165;13941,12186;14543,34078;15817,87036;16780,02816;17094,81503;18475,00251;19304,85681;21549,65074;21262,41349;22192,5547;21759,56797;23577,01262;23920,55454;24349,80879;23342,62931;35533,74959;35640,38276;33199,88729;33310,32912;33608,45171;37013,66011;37304,26883;38038,8778;38967,63094;39618,33183;40609,09346;41575,22693
3;DE21K;Rosenheim, Landkreis;5057,790576;6005,010168;6568,787945;7111,369318;7813,560364;8371,596732;8319,526746;9489,869019;9712,876894;11103,63454;11353,84096;12422,0004;12816,20522;13489,94265;13306,23529;13875,09371;14328,38685;15152,10738;15881,65779;16702,37072;17905,33362;18737,1593;19171,08647;19519,94488;20648,75834;20945,12266;21991,64684;23323,47222;23778,60819;22455,45508;23484,90424;25776,58519;26673,35603;26701,25006;28436,14384;29152,41072;28597,37583;29226,41612;29431,81232;29821,98283;30227,07136;30786,4549
3;DE21L;Starnberg;13299,8227;15326,0907;16324,88127;17145,11857;18268,02261;18904,72693;18207,81239;20386,33574;20370,55476;22841,56656;22834,94071;24440,74551;24678,11842;25434,56264;24584,44235;25495,50327;27931,00516;25584,94616;26464,1809;28065,07565;29571,66839;29051,99393;29593,80779;29753,0597;31770,81816;34063,80359;36128,65309;39603,35332;38455,71329;34398,05574;34148,20293;37476,81686;35893,98676;35931,42522;37119,12168;37550,33618;38355,71272;39087,50454;40310,09128;41050,11973;42271,75156;43381,78642
3;DE21M;Traunstein;6655,578104;7888,3221;8645,248789;9344,778216;10267,84282;10952,63069;10867,45296;11976,95966;12278,37802;14039,50894;14301,79809;15566,04102;16039,6894;16901,19072;16655,25007;18143,85856;18802,09804;20099,19975;21222,36746;21459,72913;24983,90734;23637,11515;23118,19589;23016,80162;24401,45296;24077,82358;24888,78609;26724,67047;27536,90659;26690,45319;28994,42463;32083,09848;32304,9937;32864,63078;35100,48648;35619,94625;36358,18116;37089,51792;38264,86983;38999,69;40183,73362;41270,92629
3;DE21N;Weilheim-Schongau;7404,695054;8678,494653;9398,328078;10050,87471;10894,90561;11496,95866;11309,38493;12753,86449;12995,63989;14769,73584;14952,43516;16163,48107;16513,07831;17227,13824;16778,41251;18708,22784;19197,93118;19391,72691;20343,72733;21211,31893;21974,19407;22973,95672;24428,10042;25510,99578;27365,27262;26940,05595;28107,19783;29025,52006;28472,84914;27388,4076;28013,93154;30414,31989;30929,49899;31178,14511;33654,56075;34445,04891;35874,70905;36600,44451;38281,98548;39174,16712;40740,47065;42057,12939
2;DE22;Niederbayern;7424,484868;7621,189541;8320,884151;8951,864341;9816,346285;10479,8921;11905,06465;11449,89959;13643,56523;13660,86075;16034,95921;15177,6834;17843,13928;16626,43766;18942,32718;18220,01534;18859,15649;19113,30023;19906,08006;20464,85581;21699,89306;23080,26287;23555,72003;23485,89837;25021,10049;25491,54477;26492,79674;28228,50513;28104,10945;26725,32775;29539,97454;31650,04019;31542,95334;32091,03617;34214,38432;34961,26669;35162,99669;36183,68311;36933,19613;37718,81044;38631,32854;39651,02073
3;DE221;Landshut, Kreisfreie Stadt;14007,23503;14182,01255;15321,82983;16358,8012;17858,05414;18957,577;21184,42103;20658,73408;24323,28855;24057,69906;28126,36083;26421,793;30919,28692;28910,87919;33065,4361;34507,4234;35696,20446;32189,94451;33199,62952;33729,40773;36700,27895;42166,80106;40353,30722;41273,91846;45233,29363;46203,97619;46484,42455;50322,46329;46354,48954;44765,19238;46644,29813;49236,74281;50641,9237;51466,99072;54770,49551;52091,8782;52427,58481;53642,3724;54755,06025;55696,58777;56944,11238;58245,34145
3;DE222;Passau, Kreisfreie Stadt;14583,67543;14649,34203;15677,45927;16598,38586;17886,23286;18795,84858;21058,60699;21912,47325;25760,37866;25455,60684;29586,85653;27814,02866;32407,40378;29990,33298;33879,68634;31582,98114;32586,93982;32629,19991;33825,15618;36140,83046;38255,26927;38444,77463;40292,05584;40927,51029;43381,28592;46339,34295;48376,61844;52904,5062;54768,89334;48747,27721;52428,37048;62585,47403;57057,65992;57112,86447;58784,53596;59486,59782;60114,28177;61611,86911;62751,23428;63866,96336;65236,07963;66744,2696
3;DE223;Straubing, Kreisfreie Stadt;9409,705522;9655,743649;10565,98427;11449,57647;12623,51132;13639,03265;15534,89508;15645,54799;18513,06362;18562,54603;21807,87512;20535,17313;23979,74601;22250,53831;25221,89825;27161,1206;27609,18786;28612,00018;30050,68599;31232,90559;33416,179;34949,02562;36787,28055;37110,69606;38266,41954;39896,48376;41568,22001;42504,37776;43365,29483;40306,44018;43602,91764;44556,04108;43996,73356;43290,65468;45317,60296;47610,29285;46888,05031;48193,46026;48679,75488;49529,20324;50352,12171;51451,33016
3;DE224;Deggendorf;8706,755008;8904,465544;9691,865282;10388,40875;11378,05724;12113,92881;13703,2597;13184,8782;15646,98878;15528,85475;18033,63237;16963,73222;19797,17221;18302,56392;20705,57888;19423,40251;19947,59595;20910,23978;21481,91833;21560,83799;23385,85912;23407,70855;23633,21155;23853,34831;26283,70327;25700,14329;26284,42393;27610,76236;28322,44905;26996,12262;29129,97144;30208,48146;31995,02743;32513,64147;35172,69757;35825,52665;35852,34761;36797,39206;37315,00202;37973,06074;38695,82791;39569,28506
3;DE225;Freyung-Grafenau;6036,526946;6164,379177;6672,224514;7131,772513;7761,789875;8205,686196;9234,421641;8605,270913;10164,82099;10095,83132;11701,95933;10980,16144;12816,21188;11856,49285;13391,62348;13068,95998;13381,51437;13664,18812;14024,20069;15466,11347;15055,68048;15906,95343;15818,26183;15582,05499;16743,70971;17376,54062;17602,8427;18805,93977;19224,25537;17995,39944;19279,01692;20898,44798;21562,50559;23432,43729;24749,92612;26123,16798;26405,96779;27315,49778;27989,10176;28723,43409;29545,73722;30469,26441
3;DE226;Kelheim;6712,693352;6946,203705;7657,429259;8295,293642;9151,025077;9837,847218;11255,32296;10630,57455;12681,31856;12743,36657;15022,48326;14216,0681;16658,73276;15468,56269;17580,04121;16047,43214;16754,05218;17639,39097;18087,9816;18221,28634;19194,09279;20794,70046;20906,52208;20469,57769;22055,11091;21632,52062;22480,99215;23077,6364;23843,71209;22530,17509;26087,70841;27053,67829;26502,86334;27120,98731;28602,36282;29391,75064;29540,91733;30324,98377;31076,29138;31721,14039;32556,31635;33420,26156
3;DE227;Landshut, Landkreis;5022,707626;5232,171925;5778,280343;6271,212134;6930,980957;7474,549457;8615,489968;8379,152974;10082,94946;10198,07776;12176,47576;11692,89646;13928,02693;13108,92034;15072,9816;15958,59678;16289,94444;16571,05801;17391,60901;18336,44242;20969,13054;20736,93782;22157,92965;20763,31045;21049,62707;22375,62443;23711,35354;26028,64058;27252,2207;26397,22865;29190,38802;29894,88383;28625,31601;29421,63018;30677,53472;30692,55045;32343,18251;33295,53556;34915,30278;35928,00374;37444,58631;38785,35754
3;DE228;Passau, Landkreis;6290,505325;6437,965222;7006,549034;7513,519895;8206,035026;8722,748975;9878,999529;9375,181228;11128,82697;11112,87207;12952,47713;12212,09637;14312,13252;13280,71699;15065,94951;14637,37139;15156,99917;14991,60302;15858,34129;16801,88205;17700,83972;18369,6108;18912,27352;18282,0634;19572,81033;19588,89246;20455,73222;21788,81004;22239,57288;20902,75846;22587,74784;24381,19282;24989,10996;24761,25085;25929,59509;26487,70323;26553,69225;27405,84206;27907,69844;28538,41211;29201,26639;29991,64609
3;DE229;Regen;5629,15591;5781,403043;6321,048459;6809,023807;7484,342299;7976,190168;9049,090839;8625,332845;10339,50914;10313,19059;12080,65363;11434,75384;13469,47147;12582,30359;14379,37396;13827,00339;14093,69067;14411,85394;15142,04378;15928,20902;16834,12288;17563,70854;18002,13477;17720,60858;18683,07154;18989,77697;19987,41332;21285,28702;21648,74216;20243,38186;22117,47656;23854,16207;24993,83957;25433,34423;26666,69282;28320,69078;28810,66334;29679,9286;30556,05387;31310,43963;32274,959;33263,5649
3;DE22A;Rottal-Inn;7165,697618;7316,463768;7953,17952;8504,219063;9272,184944;9823,300222;11050,78429;10356,22881;12257,94432;12203,46356;14239,84369;13326,1194;15440,40686;14212,06485;16003,98456;16504,41615;17179,39753;17667,83029;18930,33348;18733,83188;19539,3914;19333,93893;20005,81184;20547,51307;21689,27184;21870,21629;22478,19344;23110,9566;23365,47494;22775,33659;24850,9213;26817,3584;26674,29397;26719,07495;28146,15828;29016,21017;27994,7183;28883,58525;28752,58844;29208,7273;29419,31923;29958,42233
3;DE22B;Straubing-Bogen;4595,041322;4753,502649;5206,764274;5630,265748;6181,632278;6624,298951;7567,553088;7263,092567;8709,341902;8772,410535;10335,22786;9827,084657;11600,55132;10807,89335;12285,44137;11886,10966;12442,0117;12908,76587;13224,56558;13768,92084;14458,42572;15388,69781;15885,88841;15549,60009;16751,979;16429,20107;17710,99871;18170,63801;18935,45035;17696,65261;19434,32954;20021,5185;21064,47323;22450,68895;23201,84868;24841,72771;25475,62971;26262,05425;27123,10078;27826,96851;28742,34243;29658,1408
3;DE22C;Dingolfing-Landau;7938,665103;8380,93275;9425,552494;10422,73537;11768,40763;12936,41717;15164,20462;15032,67361;18496,6945;19164,60978;23153,41371;22540,84683;27346,05526;26247,41242;30794,32607;24409,73956;26223,03199;27510,48791;28663,17246;27803,76277;28204,50938;36622,95356;36494,46331;38277,27203;40949,63484;42362,70985;44100,69261;48456,49622;41246,66422;41010,87418;50316,71248;56170,79477;53540,39569;54199,27576;62532,42038;63861,54043;63049,06577;64628,97753;65056,14664;66014,94096;66917,18169;68205,68923
2;DE23;Oberpfalz;7175,218331;7464,55322;8169,187424;8810,844535;9718,9203;10411,19047;11869,07727;11417,60035;13352,81168;13608,9638;16002,61772;15342,56522;18058,60912;16812,0403;18978,69472;18298,23865;18962,22231;19757,49171;20649,18068;22152,32202;23048,36407;23370,44315;24196,63628;24331,2213;25433,7533;26302,73329;27367,08112;29491,05346;29855,04236;28144,77152;30729,49423;32700,79869;33495,57295;33972,35151;36263,01824;37370,22073;37391,96797;38420,70881;39123,24276;39900,62346;40800,72401;41831,43345
3;DE231;Amberg, Kreisfreie Stadt;8142,658134;8521,157111;9412,139247;10220,41723;11330,94129;12157,48118;13934,40556;13828,44462;16380,51712;16835,75865;20002,86085;19404,56589;23088,04017;21503,38678;24202,39197;25150,0182;26723,70118;27960,02594;29299,36809;30795,84735;32895,79461;33798,80322;35849,88247;34743,07671;32956,61541;34585,93839;35152,41146;37174,10286;39119,04379;38290,95863;38953,15227;42684,03785;45563,08406;45898,80166;48276,23912;49546,84695;49978,40235;51043,68531;52608,18796;53641,82613;55271,02496;56789,30331
3;DE232;Regensburg, Kreisfreie Stadt;15270,2947;15717,02114;17199,81122;18567,77922;21021,80031;22902,11608;26396,35415;26717,05746;31241,33648;31847,26324;37689,83978;36118,00336;42401,9537;39368,19268;44416,02766;41234,52955;43487,22489;45540,01946;47431,7982;51863,1131;54755,09482;53384,63389;53574,66304;56568,94579;60928,26865;61897,79572;64698,23441;72082,99919;71511,84002;64301,88938;74256,02037;76921,8929;76186,28176;75082,61736;79694,46143;81004,82012;79245,57528;80128,09473;80361,67861;80740,44759;81386,97581;82280,69057
3;DE233;Weiden in der Oberpfalz, Kreisfreie Stadt;10989,39341;11531,80459;12688,57436;13789,85884;15244,39784;16342,68968;18718,19586;18032,11819;21241,81738;21935,58011;25858,51478;24921,422;29315,19959;27258,08549;30910,87154;31437,31683;32054,84448;33982,28072;36151,73427;38084,26743;37033,13571;39436,56891;39652,78917;39593,6239;40070,75326;41296,21565;43391,71952;46069,8202;45766,46233;44213,86406;45693,2269;47564,62504;47339,40409;47555,03389;49392,30824;50572,84461;50700,45558;51842,1436;52981,87836;53926,58281;55239,93664;56596,95085
3;DE234;Amberg-Sulzbach;4384,675884;4613,315358;5092,172307;5543,119514;6156,208877;6622,899586;7589,914446;7319,719248;8626,557501;8797,347052;10354,03605;9971,295167;11762,30453;11008,49565;12480,04099;12048,84922;12361,28676;12959,96745;13823,0381;14224,46228;15066,7677;15708,8713;16542,42791;15963,22037;16622,51182;16542,98504;17434,66689;19151,56427;19115,59053;17761,20932;18970,26616;21003,72579;21530,61008;22117,22652;24102,77797;23573,2159;24257,04816;25198,08486;26215,23253;27103,78602;28206,67817;29332,72209
3;DE235;Cham;4752,696198;5003,329242;5525,091203;5996,892323;6624,916237;7111,321211;8147,419454;7659,741544;9042,697202;9269,848536;10998,49281;10664,29846;12706,47821;11957,73477;13654,21343;14133,77008;14707,03884;15403,88225;16126,65583;17733,6115;18574,15458;19060,42752;20352,39916;20277,58969;20908,52101;21430,337;23310,80286;25086,87277;25036,74718;24961,79729;25649,79217;28412,49702;28333,04153;27744,45796;30728,73507;32049,42221;32265,88536;33190,21286;33899,19538;34630,57982;35499,55512;36464,48437
3;DE236;Neumarkt in der Oberpfalz;7381,461152;7620,122082;8234,763417;8792,962799;9547,660312;10117,94344;11417,43289;10764,89208;12445,57152;12598,55421;14644,79517;13891,64663;16195,94695;14952,46193;16755,76651;15372,68167;15576,6196;16198,38907;16804,85002;19297,43828;19437,03019;19169,04082;20325,70582;19648,56865;21104,1706;22434,94503;23105,21255;23932,79805;25271,14166;25781,40953;28172,91023;29581,13959;29474,51951;31052,65514;33453,97801;34863,74006;34283,78999;35078,17832;35320,01265;35804,64657;36290,74412;36967,82023
3;DE237;Neustadt an der Waldnaab;4664,01233;4874,163535;5372,594708;5814,345765;6399,658549;6862,981388;7857,449526;7507,954892;8796,716152;8986,405967;10542,67513;10127,35223;11975,02133;11207,33714;12728,20356;12854,51449;13039,2141;13494,98681;14366,36396;15018,23321;16211,71446;16882,51729;17411,07327;17061,01084;17349,66331;18184,12356;17872,78325;19616,02007;19999,90761;19180,56761;20534,90356;22013,13665;23310,65055;24262,7741;26574,80512;27946,77207;27790,53097;28880,17912;29294,26313;30076,95823;30764,22435;31698,8889
3;DE238;Regensburg, Landkreis;5268,779806;5416,401179;5824,581291;6215,026674;6772,639111;7178,143641;8085,097758;7795,496138;8996,944171;9093,871528;10640,73017;10089,95148;11752,99493;10869,49438;12191,64082;11552,00054;11992,62371;12263,64;12701,39813;13376,51186;13815,95653;14012,81156;14629,73749;15282,15109;15962,79203;16595,27769;17255,82624;18152,24213;18645,33516;16269,8388;17989,15073;19462,55799;20200,85612;20834,52314;22023,68133;22715,6579;23003,59873;23631,00848;24190,4564;24700,4367;25339,91941;26018,04254
3;DE239;Schwandorf;5091,971008;5370,341569;5966,748814;6512,708478;7229,609644;7816,314019;8988,920433;8675,494205;10280,86206;10609,71566;12605,00758;12240,02419;14590,42467;13746,10201;15657,00613;15943,29303;16699,34275;17807,5755;18621,06496;19148,77086;20343,71649;21390,65379;22169,23883;21335,95113;22229,83744;23875,10392;24277,16817;25207,77852;25031,60731;23484,70999;25340,54846;26720,62909;28990,78457;30297,79833;31676,25939;32383,23643;32339,45719;33294,03928;33789,51243;34468,97016;35174,63911;36046,70052
3;DE23A;Tirschenreuth;7228,215304;7468,826688;8128,49428;8673,526308;9452,754663;10039,79089;11347,70258;10602,88916;12318,54583;12457,94799;14527,58861;13840,41456;16243,67666;15021,85113;16813,85547;15037,35395;15385,65986;15523,35222;16205,43882;17594,17327;17910,33014;18328,35633;19150,2687;19244,02822;20036,3655;20286,95023;21113,8293;22100,2501;23036,69822;22674,23826;23986,10417;25029,1584;27458,40373;27332,8966;28048,97289;30604,78749;32049,46304;33293,08031;34933,72237;36205,70158;37895,23783;39530,48917
2;DE24;Oberfranken;7125,224373;7695,830225;8448,898436;9134,240833;10075,74008;10827,22631;11943,76211;12014,84798;13554,26921;14269,54665;16037,2353;15873,29043;17879,81694;17352,03497;18861,6845;18016,51599;18485,63764;19039,33645;19710,20655;20516,3436;21116,56205;22059,95019;22200,744;22028,36032;23263,73234;23574,08461;25126,48686;26289,29751;26171,4993;25607,0161;27323,12911;28952,3801;29700,72229;29911,03424;31358,43347;33138,15517;33436,47654;34339,82311;35039,88097;35754,64418;36617,68363;37578,07952
3;DE241;Bamberg, Kreisfreie Stadt;11100,91089;12109,56545;13492,16908;14752,01218;16453,29438;17931,96157;19988,1467;20513,32575;23256,18194;24770,96106;28570,28058;28854,80877;33047,59165;32629,94723;36246,29533;32929,46259;34356,40446;35821,10507;37096,82221;38845,52126;38824,99562;43461,64628;43776,60642;44072,21425;43665,84674;45438,33398;48085,71015;50308,09171;50329,7993;46199,38374;51346,61616;52056,28778;51510,02853;52830,73368;53610,00322;56118,73843;57274,77343;57112,61813;58356,73158;58433,27362;59484,89574;60166,36394
3;DE242;Bayreuth, Kreisfreie Stadt;12225,30282;13147,00759;14361,79351;15388,84434;16771,22219;17920,22493;19706,03805;20388,44344;22812,55137;23904,73217;27055,68051;26836,33689;30255,67047;29408,39861;32128,82814;33360,57507;33638,99535;33667,7706;35052,05435;35944,89735;37752,34982;39953,07934;40082,49377;37842,88134;39399,0267;40173,0085;41704,56413;43603,38782;43778,04814;43059,65299;45203,1204;48490,16345;50848,79595;52089,10338;54629,36332;57576,52742;59057,69018;60063,37364;61519,04833;62421,95675;63918,55568;65319,6942
3;DE243;Coburg, Kreisfreie Stadt;15518,60095;16492,06652;17940,45736;19184,50741;20900,49848;22314,26375;23977,40728;24479,54907;27092,92916;28072,07027;31138,61473;30355,82218;33821,42857;32566,90899;35187,34315;33741,81157;35431,43904;37893,74657;38848,46597;41041,09557;39572,55623;35454,63332;36395,7513;36646,50248;47434,55159;46424,65358;55927,97255;63473,99717;61016,76555;63239,81288;61518,23393;65383,96891;71505,15338;70526,28761;72920,37078;78780,82789;78819,49013;81549,24887;82874,99092;84884,15197;86832,96922;89314,65486
3;DE244;Hof, Kreisfreie Stadt;9841,609808;10531,01022;11529,21625;12371,81805;13670,84159;14647,37627;16123,85644;16003,3249;18029,67715;18752,28388;20746,52924;20486,52021;23049,81271;22327,18693;24225,97719;24420,57538;24576,62402;25144,05503;25926,46829;28202,45278;28423,95759;30795,16517;30824,73405;30022,16401;31328,26463;31067,49995;31847,92694;33702,72262;33564,92677;32176,20984;35070,0522;37948,25169;39063,1886;37619,57376;38243,25172;39821,94116;38846,02494;39546,65577;39130,1154;39333,16865;39325,94648;39680,00084
3;DE245;Bamberg, Landkreis;3299,186662;3613,267087;4002,745858;4398,259266;4913,671206;5342,043419;5975,322573;6083,932155;6948,008601;7419,792327;8521,711456;8555,661628;9726,43226;9525,454449;10477,44516;10991,31848;11297,58804;11923,35479;12579,51449;12984,89491;13400,54046;14832,19709;15285,53498;15099,88412;16366,99312;16541,95704;17561,63521;17898,29797;17384,13373;17154,41466;18941,65915;20422,53168;21051,86142;21289,24265;22428,21628;23686,3987;23909,51281;24546,17109;25106,96597;25630,9434;26291,71359;27001,61231
3;DE246;Bayreuth, Landkreis;4662,047412;5042,721184;5535,89666;5966,987468;6560,107441;7008,913896;7705,359661;7697,594467;8655,259747;9044,180822;10088,74901;9939,356012;11139,79129;10735,58566;11591,99393;11327,18279;11757,33019;11887,61046;12097,1218;14590,28055;15108,33218;14083,07164;13766,38803;14266,76096;14250,80659;14322,66466;15277,73531;15950,27417;16088,79594;15420,39034;15982,61202;17376,16356;17317,0014;17376,05178;18524,69595;18814,50126;19055,9478;19708,17715;20178,9181;20711,56225;21303,35565;21980,61163
3;DE247;Coburg, Landkreis;5391,192437;5898,876799;6573,443243;7213,514948;8060,039009;8769,536392;9812,711058;9940,769757;11359,21815;12115,68512;13703,13533;13656,06692;15501,58767;15166,03846;16552,36193;16021,01615;16396,49185;16426,18825;17454,98301;17769,70069;19279,33937;20348,87837;18358,66651;17919,15528;18021,34789;17868,12993;18659,86304;20082,10757;19857,08172;19388,248;20900,09723;21345,49798;22490,16695;22314,06505;23854,23807;24896,32958;24556,98186;25253,51075;25402,98147;25839,36431;26212,19989;26777,44708
3;DE248;Forchheim;3935,683605;4306,870587;4774,117671;5203,744737;5804,402989;6304,344784;7038,218019;7209,690562;8207,837766;8740,926133;9912,216844;9927,836639;11287,1396;11054,39823;12144,4676;10866,83799;11497,59441;12339,09425;12706,16342;13566,79638;14373,87168;14517,25096;14981,40795;15285,78052;15861,10268;16047,17032;17050,02723;17492,43407;17742,66123;17165,75826;17956,50611;19461,9584;20107,19211;20453,45938;22241,56972;24974,68299;24948,71216;25601,38764;26057,30318;26555,6838;27145,61204;27820,67759
3;DE249;Hof, Landkreis;5557,859037;6030,628018;6660,04244;7260,192775;8058,931413;8723,668784;9673,809611;9722,75139;11048,64024;11684,67988;13081,84159;12953,98217;14614,89796;14174,65554;15400,86591;14133,14633;14480,38397;14807,70246;15342,5975;15907,29546;16483,90683;17332,19624;17549,66826;17652,04154;18454,49414;18888,48381;19837,19414;20421,30483;21500,36268;21915,80055;24097,8156;25583,3742;26343,67291;27022,96423;28252,79647;30448,05021;31025,1573;32125,88475;33060,47714;34011,66911;35117,77025;36328,88917
3;DE24A;Kronach;6519,949479;7084,858632;7821,115716;8517,697294;9462,121605;10200,62361;11315,24263;11140,69882;12665,93644;13438,56206;15188,91851;15099,46927;17130,25347;16737,60169;18268,54474;17026,42988;17905,55243;18547,90128;19214,6041;19472,0371;20363,43966;21092,4558;22599,07193;20957,94506;23264,96434;23307,08211;25396,62122;26505,24001;24850,36414;23452,90792;25003,47053;26322,54434;25953,26043;25710,41908;27954,05362;28896,22559;29441,77846;30459,58597;31374,26554;32267,49375;33332,58659;34480,75912
3;DE24B;Kulmbach;8665,069195;9332,258647;10168,30888;10911,61932;11948,94463;12774,18122;14001,70734;13976,13975;15723,8127;16409,9943;18252,32276;17882,41221;19949,60516;19183,8948;20555,4372;17414,14141;17751,88114;18431,74827;18572,40539;18543,21542;18634,39486;19628,30693;20025,20329;20177,40853;20553,52833;21279,67993;21866,71047;23446,1127;23961,5631;24668,66278;25511,78634;26513,24254;28469,41734;28340,42988;29441,57443;30503,13793;31005,74214;32145,47018;32991,67949;33939,83264;34983,05132;36169,45245
3;DE24C;Lichtenfels;8318,229855;8914,979936;9706,877995;10408,12159;11411,79186;12138,90918;13291,18763;13106,86247;14654,81039;15365,88121;17171,44663;16855,66874;18852,24228;18195,43592;19601,26619;18914,53285;19234,81516;19397,74296;20091,67177;20931,46298;20822,41105;22235,33094;23231,98929;24263,02528;26131,73644;26599,58844;28616,29724;27951,77346;27824,10869;26560,84978;29147,57151;31297,73756;29730,7618;29416,46457;30484,16689;32206,79404;31429,72633;32379,00193;32403,72968;32949,72385;33314,89629;33994,24719
3;DE24D;Wunsiedel im Fichtelgebirge;6852,216032;7365,610935;8060,227273;8678,737016;9557,837942;10245,21019;11267,98264;11293,35016;12739,76368;13394,09097;14910,22726;14641,81638;16439,73974;15903,24203;17216,94664;17026,9083;16943,70405;17430,25932;18376,51715;17519,52348;19136,25858;20357,01484;19615,1343;19517,5176;20531,14309;21064,8999;22245,48333;23160,93577;23048,41661;22833,28578;24832,28077;26477,59087;26561,01307;27094,56312;28521,9654;29572,03602;29796,73843;30657,94494;31174,46253;31819,06858;32525,06174;33369,32512
2;DE25;Mittelfranken;9154,615477;10207,74549;11162,58139;12040,91709;13264,92848;14230,78253;15267,49737;15564,23053;16697,04041;17896,41323;19501,33818;19645,14537;21398,23199;20987,2358;21992,33804;20944,3141;21681,0342;22477,20181;23481,96524;24927,25153;26265,53406;26321,32623;27398,39316;27338,48753;29218,17198;29154,23621;30293,29534;31869,66934;32204,65021;30851,41298;32683,24456;34818,23033;35919,17839;36019,22175;37663,47203;39094,93931;39373,61258;40252,59837;41218,69598;41975,59439;43047,46051;44130,81785
3;DE251;Ansbach, Kreisfreie Stadt;11361,76456;12762,3592;14036,02712;15158,54466;16763,24163;18005,5961;19377,09114;19975,13164;21527,5845;23267,90098;25338,84064;25415,28579;27499,41708;26758,10884;27761,85982;29048,84644;29456,51791;29571,03521;30565,99575;31395,73943;32533,79328;34536,6123;35941,22054;36753,69544;37553,4299;40295,27451;41753,66152;42113,8732;41774,70326;39387,34661;45175,15731;47827,96786;48668,30609;49714,79972;50437,97722;53304,63839;53182,92683;54234,75962;55855,28303;56885,38388;58546,22188;60085,70549
3;DE252;Erlangen, Kreisfreie Stadt;34343,44695;36165,70771;37695,88815;39051,76677;41441,87906;43037,76404;44561,07915;43708,53245;45390,42959;46917,93655;49903,19168;49064,19832;52280,76142;50170,1053;51690,10051;39829,39459;42440,942;44511,47799;45267,32555;50242,92474;53995,49959;46856,02128;50209,65602;53416,70786;57802,80369;55236,58291;58965,70149;63091,3572;67953,20786;68459,00639;69523,07425;75851,32214;79799,96936;76498,2287;80625,45087;87465,10998;87220,34929;88201,65008;89886,09987;90764,09577;92555,55948;94203,88468
3;DE253;Fürth, Kreisfreie Stadt;5361,922261;6108,370345;6783,911412;7498,663258;8470,925543;9323,281385;10176,30458;10611,9471;11573,88853;12554,45324;13829,17332;14064,65505;15425,41004;15254,67736;16235,86213;20442,91822;20822,79633;22608,57988;23420,53774;24245,96633;25956,69335;26429,45899;28289,18416;28073,5096;28935,81365;28758,57756;30079,58069;30883,7986;29144,90534;27972,47985;27664,86168;28520,3828;28984,8093;28858,61074;30663,61714;32003,08379;31546,01271;32142,23503;32535,78532;32947,60372;33490,74506;34120,1722
3;DE254;Nürnberg, Kreisfreie Stadt;11693,54609;13162,86379;14613,42262;15976,84;17855,98946;19425,77283;20970,99539;21327,76794;22853,80003;24538,50111;26920,99594;27293,25162;29935,89008;29587,08763;31290,87672;29661,40409;30783,35275;31694,11047;33512,79886;34943,44632;36582,37381;37079,92893;38606,30583;37247,91923;41410,13293;40356,9665;41607,91822;43807,43742;43691,20594;41210,84236;43302,73191;46773,79831;48029,82164;48095,49219;49976,17986;51356,96659;51828,8527;53160,2191;54549,15217;55699,8628;57235,20847;58807,80339
3;DE255;Schwabach, Kreisfreie Stadt;7122,227115;8038,117326;8859,14578;9734,209953;10977,727;11860,30156;12925,56007;14196,1412;15403,47028;16729,95638;18447,57322;18807,69231;20653,31943;20384,32624;21600,76781;20326,95443;20575,07851;21375,1292;22287,38299;25133,24436;26105,30788;28226,78237;29050,22137;29569,83679;29184,42505;29997,53656;31023,59551;32469,52843;29166,9027;27435,49445;29713,04804;29421,13902;30589,67328;30431,24298;31586,98174;32607,83435;32060,25226;32763,84461;33156,5737;33647,50799;34232,59609;34942,60722
