"","X","nuts_2","nuts_1","country","trade_center","num_trade_centers","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","east_germany","bishop","mining","eqi100","residence","trade_year","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH","GDP_ln","GDP_11_ln","POP_ln","AREA_ln","education_ln","catholics_ln","dist_border_ln","dist_coast_ln","dist_trade_ln","eqi100_ln","agri_ln","AGSH_ln","SERSH_ln","INDSH_ln"
"ITI4.1990",92,"ITI4","ITI","Italy",1,1,1,19,81.7966995239258,41.9694778442383,12.8289323806763,1,0,1,1,1,0,0,1.94179997784424,251.279998779297,0.339214216172695,0.412381222844124,0,0,0,0,33.060001373291,1,10,"Lazio",17232,"1990",0.051,95796,146753,0.186,5176,0.763,11.4699762094338,11.8965061804115,8.55178783618074,9.75452339939617,2.94443897916644,4.40423689467643,-1.08112346505614,-0.885807059291719,-Inf,3.49832413393223,0.663615366543999,-2.97592964625781,-0.27049724769768,-1.68200860526894
"NL11.1990",93,"NL11","NL1","Netherlands",0,0,0,31,30.4867000579834,53.2169418334961,6.79892174402873,0,1,0,1,0,1,0,1.41099999561788,0,0.137509965648254,0.145832485208909,0.809166590372721,0,0,0,97.6100006103516,0,0,"Groningen",2325,"1990",0.011,11827,17177,0.309,554,0.679,9.37814033225112,9.75132655863703,6.31716468674728,7.75147531802146,3.43398720448515,3.41729052483728,-1.98405888706003,-1.92529667757983,-0.211750461771831,4.58097995343984,0.344298669764993,-4.50986000618377,-0.387134151423441,-1.17441400208439
"NL12.1990",94,"NL12","NL1","Netherlands",0,0,0,25.6,30.4867000579834,53.0522282918294,5.80229187011719,0,1,0,1,0,1,0,1.24400000002352,-1.86666667461395,0.256069997946421,0.256042550007502,0.648517529169719,0,0,0,97.6100006103516,0,0,"Friesland",3326,"1990",0.029,8547,12414,0.311,599,0.659,9.05333562316602,9.4265801469736,6.39526159811545,8.10952565975287,3.24259235148552,3.41729052483728,-1.36230444239939,-1.36241163734728,-0.43306624525985,4.58097995343984,0.218331994335895,-3.54045944899566,-0.41703174447963,-1.1679623668029
"NL13.1990",95,"NL13","NL1","Netherlands",0,0,0,25.2,30.4867000579834,52.8500022888183,6.6103466351827,0,1,0,0,0,0,0,1.04133333221553,12.4666665395101,0.292066077391307,0.537355790535609,0.411465287208557,0,0,0,97.6100006103516,0,0,"Drenthe",2636,"1990",0.018,6834,9926,0.336,441,0.645,8.82966543267524,9.20291285614739,6.08904487544685,7.8770178956224,3.22684399451738,3.41729052483728,-1.23077520987814,-0.621094851656249,-0.888030619146067,4.58097995343984,0.0405019422358952,-4.01738352108597,-0.438504962186365,-1.09064411901893
"NL21.1990",96,"NL21","NL2","Netherlands",1,2,0,28.4,30.4867000579834,52.4306424458822,6.40254815419515,0,1,0,0,1,1,0,1.1403333291887,8.26666665077209,0.345824872454007,0.945421040058137,0,0,0,0,87.9000015258789,0,7,"Overijssel",3323,"1990",0.013,15529,22554,0.374,1020,0.613,9.65046452256919,10.0236677127922,6.92755790627832,8.1086232683546,3.34638914516716,3.41729052483728,-1.0618227810379,-0.0561249056790459,-Inf,4.47619982205039,0.131320613692777,-4.3428059215206,-0.489390343045926,-0.983499481567605
"NL22.1990",97,"NL22","NL2","Netherlands",0,0,0,31.8,30.4867000579834,52.0100593566895,5.85492789745331,0,1,0,0,1,1,0,1.40450000669616,16.2499996423721,0.300113797187805,1.14105631411076,0.422081857919693,0,0,0,87.9000015258789,0,0,"Gelderland",4969,"1990",0.017,27328,39690,0.294,1804,0.689,10.2156670965883,10.5888545457771,7.49776170062257,8.51097389160232,3.45946628978613,3.41729052483728,-1.20359355229173,0.131954424710888,-0.862556007644042,4.47619982205039,0.339681372329808,-4.07454193492592,-0.372514007968479,-1.22417551164346
"NL23.1990",98,"NL23","NL2","Netherlands",0,0,0,28.1,30.4867000579834,52.5467948913574,5.53886318206787,0,0,0,0,0,0,0,1.14100000913713,-4.69999980926514,0.563926160335541,0.56324166059494,0.540155291557312,0,0,0,87.9000015258789,0,0,"Flevoland (1960 - )",1413,"1990",0.058,2841,4126,0.217,212,0.724,7.95191138185419,8.3250636936312,5.35658627467201,7.25347038268453,3.3357695763397,3.41729052483728,-0.572831957445916,-0.57404650564723,-0.615898603808159,4.47619982205039,0.13190507888794,-2.84731226843572,-0.322963886596421,-1.52785792544168
"NL31.1990",99,"NL31","NL3","Netherlands",1,1,0,42.9,30.4867000579834,52.1185150146484,5.20970010757446,0,0,0,0,1,0,0,1.33100000628895,13.1000003814697,0.654065072536469,0.722610414028168,0,0,1,0,89.9599990844727,0,6,"Utrecht",1382,"1990",0.009,18417,26749,0.208,1016,0.784,9.82102943009561,10.1942523684478,6.92362862813843,7.23128700432762,3.75887182593397,3.41729052483728,-0.424548433183428,-0.324885048487355,-Inf,4.49936511691407,0.285930544137956,-4.71053070164592,-0.243346258631729,-1.57021719928082
"NL32.1990",100,"NL32","NL3","Netherlands",1,1,1,39.7,30.4867000579834,52.4982670375279,4.84458405630929,0,0,0,1,1,0,0,1.60142854802275,0.700000030653817,0.227332333368914,0.222881772688457,0,0,0,0,89.9599990844727,0,6,"Noordholland",2664,"1990",0.013,44396,64480,0.229,2376,0.758,10.7009046542719,11.0741103771805,7.77317368048254,7.88758403166028,3.68135118769314,3.41729052483728,-1.48134230848693,-1.50111381542674,-Inf,4.49936511691407,0.470896073413166,-4.3428059215206,-0.277071893339765,-1.4740332754279
"NL33.1990",101,"NL33","NL3","Netherlands",1,2,0,33.3,30.4867000579834,52.0063692728678,4.50216102600097,0,1,0,1,1,0,0,1.36999998943934,0.233333269755045,0.197504966209332,0.234368157883485,0,0,0,0,89.9599990844727,0,6,"Zuidholland",2806,"1990",0.022,60720,88189,0.236,3220,0.742,11.0140284120695,11.3872375176638,8.07713663853845,7.93951526066241,3.5055573969864,3.41729052483728,-1.62199154959339,-1.45086207571405,-Inf,4.49936511691407,0.314810732131523,-3.81671282562382,-0.298406035814757,-1.44392347395653
"NL34.1990",102,"NL34","NL3","Netherlands",0,0,0,25.4,30.4867000579834,51.4020881652832,3.7931078672409,0,1,0,1,1,0,0,1.06449999727363,-0.25,0.0630036499351263,0.0566021166741848,0.367343485355377,0,0,0,89.9599990844727,0,0,"Zeeland",1784,"1990",0.024,6704,9737,0.339,356,0.637,8.81045964216192,9.18368834097876,5.87493073085203,7.48661331313996,3.23474917402449,3.41729052483728,-2.7645626187906,-2.87170889740185,-1.00145794123568,4.49936511691407,0.0625052027902228,-3.72970144863419,-0.450985623409974,-1.08175517160169
"NL41.1990",103,"NL41","NL4","Netherlands",0,0,0,30.4,30.4867000579834,51.564266204834,5.15128910541535,0,1,0,1,1,0,0,1.3450000064482,16.4500000476837,0.178799491375685,0.847156152129173,0.435555785894394,0,0,0,85.6900024414062,0,0,"Noordbrabant",4914,"1990",0.015,37543,54527,0.379,2189,0.606,10.5332422217051,10.9064512708189,7.69120009752286,8.49984355308112,3.41444260841218,3.41729052483728,-1.72149026090178,-0.165870242255807,-0.831132394694818,4.45073616117217,0.296394017848003,-4.19970507787993,-0.500875292912823,-0.970219073899711
"NL42.1990",104,"NL42","NL4","Netherlands",1,1,0,27.1,30.4867000579834,51.2032814025879,5.92319679260254,0,1,0,0,0,1,0,1.56166668832337,47.9666678110759,0.0809902660548687,1.51891855398814,0,0,0,0,85.6900024414062,0,6,"Limburg",2148,"1990",0.018,17407,25282,0.387,1104,0.595,9.76462770315271,10.1378479590555,7.00669522683704,7.67229245562876,3.29953372788566,3.41729052483728,-2.51342630369307,0.417998603998474,-Inf,4.45073616117217,0.445753640889962,-4.01738352108597,-0.519193873436507,-0.949330585952355
"AT11.2000",1,"AT11","AT1","Austria",0,0,0,15.1,70.513298034668,47.5082105000814,16.4922383626302,0,1,0,0,0,0,0,1.88166666858021,223.166669209798,0.125508718192577,2.9036869208018,0.693312247594198,0,0,0,90.620002746582,1,0,"Burgenland",3962,"2000",0.078,3839,6543,0.321,276,0.601,8.2529671950008,8.78615105486974,5.62040086571715,8.2845042272585,2.71469474382088,4.25580131663606,-2.07538005515313,1.06598128150942,-0.366274807541094,4.50667496954778,0.632157909950456,-2.55104645229255,-0.509160344446929,-1.13631415585212
"AT12+AT13.2000",2,"AT12+AT13","AT1","Austria",1,1,1,18.6875,70.513298034668,48.2306914329529,15.9105032682419,1,1,1,0,1,0,0,1.71674999007209,412.137495040894,0.440830109640956,3.23650321364403,0,0,1,0,84.5499982833862,1,8,"Lower Austria",19601,"2000",0.049,71434,121749,0.257,3089,0.695,11.1765292254612,11.7097168273587,8.03560269291858,9.88333586432528,2.92785485115091,4.25580131663606,-0.81909571666826,1.17449349194099,-Inf,4.43734305504165,0.540432962735681,-3.01593498087151,-0.363843433417345,-1.35867919408692
"AT21.2000",3,"AT21","AT2","Austria",1,1,0,17.3,70.513298034668,46.7263209025065,13.9798091252645,1,1,0,0,0,0,0,1.09500000176393,799.133321126302,0.224680222570896,1.08139048020045,0,0,1,0,88.120002746582,0,6,"Carinthia",9538,"2000",0.064,9764,16642,0.314,560,0.622,9.18645743151285,9.71968489946038,6.32793678372919,9.16303909885817,2.85070650150373,4.25580131663606,-1.49307712070554,0.0782476947093843,-Inf,4.4786995531028,0.0907543648793592,-2.74887219562247,-0.474815186242958,-1.15836229307388
"AT22.2000",4,"AT22","AT2","Austria",1,2,0,16.6,70.513298034668,47.2274824778239,15.0753939946493,1,1,0,0,0,0,0,1.31366666708102,721.183319091798,0.621018941203753,1.96369731426239,0,0,1,0,81.3499984741211,1,6,"Styria",16401,"2000",0.077,21085,35936,0.345,1183,0.578,9.95631716618066,10.4894948575382,7.07580886397839,9.70509758756311,2.8094026953625,4.25580131663606,-0.476393696380551,0.67482908108069,-Inf,4.39876081490808,0.272822209860174,-2.56394985712845,-0.54818141030976,-1.06421086195078
"AT31.2000",5,"AT31","AT3","Austria",1,1,0,16.5,70.513298034668,48.1311820983887,13.983486366272,1,1,0,0,0,0,0,1.54280001423709,825.039990234375,0.35951232612133,2.40560808181763,0,0,0,0,82.629997253418,0,13,"Upper Austria",11980,"2000",0.065,27820,47416,0.361,1372,0.574,10.2335104654774,10.7667150034677,7.22402480828583,9.39099387166944,2.80336038090653,4.25580131663606,-1.02300681556228,0.87780271227152,-Inf,4.41437277747357,0.433598956580021,-2.7333680090865,-0.555125882662571,-1.01887732064926
"AT32.2000",6,"AT32","AT3","Austria",1,1,0,19.7,70.513298034668,47.4059092203776,13.2349650065104,1,1,0,0,0,0,0,1.13933333484089,1556.26664225261,0.292552461226781,1.66095300515493,0,0,1,0,82.0299987792969,0,6,"Salzburg",7156,"2000",0.047,12031,20505,0.283,514,0.67,9.39524193103352,9.92842403782616,6.24222326545517,8.87570644462861,2.98061863574394,4.25580131663606,-1.22911127377087,0.507391537127306,-Inf,4.40708501913348,0.130443297348481,-3.05760767727208,-0.400477566597125,-1.2623083813389
"AT33.2000",7,"AT33","AT3","Austria",1,1,0,17,70.513298034668,47.1817337036133,11.429856300354,1,1,0,0,0,0,0,1.05299999823869,1669.64001464844,0.204038810729981,2.08236885070801,0,0,0,0,87.6600036621094,0,6,"Tyrol",12640,"2000",0.046,14373,24496,0.251,669,0.703,9.57310672555123,10.1062651178975,6.50578406012823,9.44462166770085,2.83321334405622,4.25580131663606,-1.58944505455653,0.73350611622484,-Inf,4.47346573676695,0.0516432314791793,-3.07911388249304,-0.352398387171472,-1.38230233985035
"AT34.2000",8,"AT34","AT3","Austria",0,0,0,16.8,70.513298034668,47.2718086242676,9.84349536895752,1,1,0,0,0,0,0,1.27499999886606,1454.70001220703,0.125429015606642,2.9877700805664,0.542340576648712,0,0,0,86.1600036621094,0,0,"Vorarlberg",2601,"2000",0.019,7532,12837,0.436,349,0.544,8.92691588977704,9.46008690508493,5.85507192220243,7.86365126544865,2.82137888640921,4.25580131663606,-2.07601529312558,1.09452731670835,-0.611861104683805,4.45620607535172,0.242946177721025,-3.9633162998157,-0.608806032126194,-0.830113035633103
"BE10+BE24+BE31.2000",9,"BE10+BE24+BE31","BRU","Belgium",0,0,1,44.85,73.6669998168945,50.8117876052857,4.4978129863739,0,0,1,0,1,0,0,1.66200000066983,78.1249990463257,0.49574389308691,0.321398779749871,0.515691936016083,0,0,0,69.2500009536743,0,0,"Brabant",3358,"2000",0.008,69429,112299,0.141,2336,0.851,11.1480599266478,11.6289202359674,7.75619534394812,8.11910083763749,3.80332358850481,4.2995549352407,-0.701695830191822,-1.13507262235715,-0.662245715014551,4.23772315883892,0.508021696836283,-4.8283137373023,-0.161343150408763,-1.95899538860397
"BE21.2000",10,"BE21","BRU","Belgium",1,1,0,32,73.6669998168945,51.1952845255534,4.66450929641724,0,1,0,1,1,0,0,1.12733333659716,13.5666663646698,0.194770835340023,0.258319303393364,0,0,0,0,81.5500030517578,0,7,"Antwerp",2867,"2000",0.016,39088,63224,0.268,1645,0.716,10.5735707934975,11.0544392548848,7.40549566319947,7.96102146588337,3.46573590279973,4.2995549352407,-1.63593161489589,-1.35355884921675,-Inf,4.40121636648894,0.119854964703453,-4.13516655674236,-0.334075112021491,-1.31676829847128
"BE22.2000",11,"BE22","BRU","Belgium",0,0,0,28.6,73.6669998168945,50.9777323404948,5.44919983545939,0,1,0,0,0,0,0,1.51966666692993,53.5666669209798,0.18620441108942,1.03796182076136,0.443838159243266,0,0,0,81.5500030517578,0,0,"Limburg",2422,"2000",0.032,13773,22278,0.317,792,0.652,9.53046543291733,10.0113549234051,6.67456139181443,7.79234892411304,3.35340671782581,4.2995549352407,-1.68091022435844,0.0372590025271238,-0.812295289207309,4.40121636648894,0.418491012736432,-3.44201937618241,-0.427710717055484,-1.14885350510486
"BE23.2000",12,"BE23","BRU","Belgium",1,1,0,33.8,73.6669998168945,51.0409469604492,3.83994336922964,0,1,0,1,1,0,0,1.31400000666508,23.8833338419596,0.200145988414685,0.120569419736664,0,0,0,0,81.5500030517578,0,9,"East-Flanders",2982,"2000",0.027,24427,39510,0.281,1362,0.693,10.103444356875,10.5843090834054,7.21670948670946,8.00034949532468,3.52046080248897,4.2995549352407,-1.60870823663882,-2.11552959453213,-Inf,4.40121636648894,0.273075925134778,-3.61191841297781,-0.366725279792234,-1.26940060964839
"BE25.2000",13,"BE25","BRU","Belgium",1,1,0,29.5,73.6669998168945,51.0023698806763,3.03980395197868,0,1,0,1,1,0,0,1.27674999747353,15.7374995825812,0.139936364255845,0.245725408196449,0,0,0,0,81.5500030517578,0,7,"West-Flanders",3144,"2000",0.04,21853,35346,0.299,1129,0.66,9.99209349087015,10.4729405107497,7.02908756414966,8.0532511535491,3.38439026334577,4.2995549352407,-1.9665675007376,-1.40354059333864,-Inf,4.40121636648894,0.244317784566787,-3.2188758248682,-0.415515443961666,-1.20731170559145
"BE32.2000",14,"BE32","BRU","Belgium",0,0,0,24,73.6669998168945,50.5302467346191,3.80521249771118,0,1,0,0,0,0,0,1.60028572045421,78.8000011444092,0.132214054930955,0.523812672921589,0.644875100680761,0,1,0,60.8899993896484,1,0,"Hainaut",3786,"2000",0.02,17558,28400,0.17,1281,0.81,9.77326496548615,10.2541444241493,7.15539630189673,8.23906533176927,3.17805383034795,4.2995549352407,-2.02333304155034,-0.646621153001909,-0.438698623292875,4.10906894759664,0.470182188586949,-3.91202300542815,-0.210721031315653,-1.77195684193188
"BE33.2000",15,"BE33","BRU","Belgium",0,0,0,30.4,73.6669998168945,50.5199653625488,5.66163244247436,0,1,0,0,1,0,0,1.59760000415687,297.979998779297,0.272358354926109,1.35952700376511,0.500069928169251,0,1,0,60.8899993896484,0,0,"Liege",3862,"2000",0.018,15843,25625,0.231,1020,0.751,9.67048304137504,10.1513237164407,6.92755790627832,8.25894046298846,3.41444260841218,4.2995549352407,-1.30063659845718,0.307136847905339,-0.693007334000429,4.10906894759664,0.468502505721415,-4.01738352108597,-0.286349627218002,-1.46533756846034
"BE34.2000",16,"BE34","BRU","Belgium",0,0,0,32.3,73.6669998168945,49.9162681579589,5.55554666519165,0,1,0,0,0,0,0,1.54160000307483,362.7,0.169587423652411,1.63044590950012,1.01410856246948,0,0,0,60.8899993896484,0,0,"Luxembourg (region)",4440,"2000",0.06,3623,5860,0.204,248,0.736,8.19505769089508,8.67590488257106,5.51342874616498,8.39840965542627,3.47506723022861,4.2995549352407,-1.77438671136666,0.488853541517336,0.0140099630174642,4.10906894759664,0.43282084011259,-2.81341071676004,-0.306525160253261,-1.58963528513792
"BE35.2000",17,"BE35","BRU","Belgium",0,0,0,31.5,73.6669998168945,50.2297922770182,4.80121262868246,0,1,0,0,0,0,0,1.62500000047869,199.233337402344,0.175289615988732,0.945948680241904,1.09079678853353,0,0,0,60.8899993896484,0,0,"Namur",3666,"2000",0.032,6390,10336,0.173,445,0.795,8.76248954737158,9.24338822602238,6.09807428216624,8.20685642839965,3.44998754583159,4.2995549352407,-1.74131572446985,-0.055566960617547,0.0869084278462843,4.10906894759664,0.485507816076279,-3.44201937618241,-0.229413164327805,-1.75446368448436
"DE11.2000",18,"DE11","DE1","Germany",0,0,0,30.3,31.7900009155273,48.9588317871094,9.51223388084998,1,0,0,0,1,0,1,1.89715385881746,364.323071993314,1.14582917323479,4.26190319428077,0.779242378014785,0,0,0,83.9400024414062,1,0,"Stuttgart, Regierungsbezirk",10558,"2000",0.016,92665,166144,0.366,3874,0.619,11.4367461182314,12.0206101611837,8.26204284396694,9.26463914538356,3.41114771251532,3.45915180372193,0.136128543686533,1.44971581973493,-0.249433141563425,4.43010228699058,0.640354794051628,-4.13516655674236,-0.479650006297541,-1.00512194558077
"DE12.2000",19,"DE12","DE1","Germany",0,0,0,29.3,31.7900009155273,49.025595664978,8.58567015329997,1,1,1,0,1,0,0,1.65550000630318,297.016665776571,0.480963324972739,4.22056625286738,0.840423703193664,0,0,0,83.9400024414062,0,0,"Karlsruhe, Regierungsbezirk",6919,"2000",0.009,57966,103931,0.321,2646,0.67,10.9676119107456,11.551482496397,7.8808043446749,8.84202652949881,3.37758751602302,3.45915180372193,-0.731964259241284,1.4399693021901,-0.173849105752129,4.43010228699058,0.504103081812582,-4.71053070164592,-0.400477566597125,-1.13631415585212
"DE13.2000",20,"DE13","DE1","Germany",1,1,0,27.2,31.7900009155273,47.9928050994873,8.2306670665741,1,1,0,0,1,0,1,1.53849999158819,571.440005493164,0.225971750915051,3.62353055477142,0,0,1,0,83.9400024414062,1,6,"Freiburg, Regierungsbezirk",9357,"2000",0.023,40122,71937,0.352,2102,0.625,10.599680091282,11.1835460149622,7.6506445514369,9.14388000527591,3.30321697330195,3.45915180372193,-1.4873452834736,1.28744884192337,-Inf,4.43010228699058,0.43080791031242,-3.77226106305299,-0.470003629245736,-1.04412410338404
"DE14.2000",21,"DE14","DE1","Germany",1,2,0,29.3,31.7900009155273,48.1818656921387,9.46944257948134,1,1,1,0,1,0,1,1.56499998263919,620.711113823785,0.545642007556227,3.7713606622484,0,0,0,0,83.9400024414062,1,13,"Tübingen, Regierungsbezirk",8918,"2000",0.029,34801,62396,0.363,1737,0.608,10.4574014009819,11.0412564497388,7.4599147662411,9.09582698518742,3.37758751602302,3.45915180372193,-0.605792182095188,1.32743585471283,-Inf,4.43010228699058,0.447885812898947,-3.54045944899566,-0.49758039701597,-1.01335244471729
"DE21.2000",22,"DE21","DE2","Germany",0,0,0,33.4,31.7900009155273,48.1391304679539,11.6961159913436,1,1,1,0,1,0,0,1.70578261231772,548.565217391304,0.532675475610987,2.79858207702637,0.625518975050553,0,1,0,78.0899963378906,1,0,"Oberbayern, Regierungsbezirk",17530,"2000",0.023,109821,196904,0.249,4034,0.729,11.6066070466009,12.1904715793015,8.30251371851416,9.77166897791528,3.50855589998265,3.45915180372193,-0.629842904018365,1.02911288785483,-0.469173613723058,4.35786196077857,0.534024015579564,-3.77226106305299,-0.316081546973479,-1.39030238251743
"DE22.2000",23,"DE22","DE2","Germany",0,0,0,21.6,31.7900009155273,48.7065846125285,12.7744170824687,1,1,0,0,1,0,0,1.57016667645999,425.408335367839,0.403768515214324,3.03084087371826,0.665270000696182,0,1,0,78.0899963378906,0,0,"Niederbayern, Regierungsbezirk",10329,"2000",0.059,20299,36395,0.359,1170,0.581,9.91832690273277,10.5021866815524,7.0647590277918,9.24271075200663,3.07269331469012,3.45915180372193,-0.906913547380749,1.10884009709945,-0.407562304644025,4.35786196077857,0.451181777075599,-2.83021783507642,-0.543004522130226,-1.02443289049386
"DE23.2000",24,"DE23","DE2","Germany",1,2,0,21.7,31.7900009155273,49.4028690338135,12.0908705711365,0,1,0,0,1,0,1,1.38549999297927,421.850003051758,0.494920188188552,3.83177170753479,0,0,1,0,78.0899963378906,1,13,"Oberpfalz, Regierungsbezirk",9690,"2000",0.042,19818,35532,0.35,1074,0.608,9.89434589461884,10.4781889778896,6.97914527506881,9.17884970488481,3.07731226054641,3.45915180372193,-0.703358765396088,1.34332728305596,-Inf,4.35786196077857,0.326061080253606,-3.17008566069877,-0.49758039701597,-1.04982212449868
"DE24.2000",25,"DE24","DE2","Germany",0,0,0,25.2,31.7900009155273,50.0784058204064,11.3724228785588,1,1,0,0,1,0,0,1.31707691918165,439.830770639273,0.765744474071722,3.74931546357962,0.630286418474638,0,1,0,78.0899963378906,1,0,"Oberfranken, Regierungsbezirk",7232,"2000",0.026,18842,33783,0.375,1114,0.6,9.84384369960861,10.4277129963651,7.01571242048723,8.88627090207201,3.22684399451738,3.45915180372193,-0.266906749656085,1.32157328027388,-0.461580930411176,4.35786196077857,0.275414825901243,-3.64965874096066,-0.510825623765991,-0.980829253011726
"DE25.2000",26,"DE25","DE2","Germany",1,1,0,26.7,31.7900009155273,49.3977632522583,10.8913815021515,0,0,0,0,1,0,1,1.48733333637888,356.066668192546,1.43662457664808,4.12320846319199,0,0,0,0,78.0899963378906,1,13,"Mittelfranken, Regierungsbezirk",7245,"2000",0.02,34415,61705,0.316,1683,0.664,10.4462477948325,11.0301202438873,7.42833319419081,8.88806685475478,3.2846635654062,3.45915180372193,0.362296318021685,1.41663161349243,-Inf,4.35786196077857,0.396984809389887,-3.91202300542815,-0.409473129505703,-1.15201306539522
"DE26.2000",27,"DE26","DE2","Germany",0,0,0,26.1,31.7900009155273,49.9710048039754,9.90336219469707,0,0,0,0,1,0,1,1.6747500094916,249.433334350586,1.72111839056015,3.57535382111867,0.690613945325216,0,1,0,78.0899963378906,0,0,"Unterfranken, Regierungsbezirk",8531,"2000",0.026,24844,44544,0.341,1334,0.633,10.1203715536792,10.7042327436941,7.19593722647557,9.05146186690869,3.26193531432865,3.45915180372193,0.542974306589188,1.27406414219096,-0.370174301173047,4.35786196077857,0.515663906073713,-3.64965874096066,-0.457284856837961,-1.07587280169862
"DE27.2000",28,"DE27","DE2","Germany",1,1,0,24,31.7900009155273,48.1286634717669,10.4726956912449,1,1,0,0,1,0,1,1.71257143022014,584.114288330078,0.586558607806053,3.3386709690094,0,0,1,0,78.0899963378906,1,13,"Schwaben, Regierungsbezirk",9994,"2000",0.042,32389,58073,0.344,1746,0.614,10.3855741379623,10.9694561188192,7.46508273639955,9.20974019190415,3.17805383034795,3.45915180372193,-0.533482687823021,1.2055728143298,-Inf,4.35786196077857,0.537996001361815,-3.17008566069877,-0.487760350834995,-1.06711362160874
"DE30.2000",29,"DE30","DE3","Germany",1,1,1,35.4,31.7900009155273,52.5068702697754,13.4244012832642,0,0,0,0,0,1,0,1.24999999557394,37.2000007629395,0.774605810642242,1.57808065414429,0,0,0,0,83.9400024414062,0,6,"Berlin",892,"2000",0.001,61987,111139,0.177,3387,0.822,11.0346799646225,11.6185369491328,8.12769985281777,6.79346613258001,3.56671182013973,3.45915180372193,-0.255401010454999,0.456209332742553,-Inf,4.43010228699058,0.223143547773362,-6.90775527898214,-0.196014883925957,-1.73160554640831
"DE40.2000",30,"DE40","DE4","Germany",1,1,0,30.9222222222222,31.7900009155273,52.389845530192,13.4539355172051,0,1,1,0,0,1,0,1.35288888833786,62.7944451438056,0.793112312753995,1.66130958331956,0,1,1,1,83.8899993896484,1,10,"Brandenburg",29484,"2000",0.032,33350,59796,0.274,2601,0.693,10.4148130513438,10.9986940480694,7.86365126544865,10.2916030223092,3.43147509119563,3.45915180372193,-0.231790437169097,0.507606196960178,-Inf,4.42950640958258,0.302242223375813,-3.44201937618241,-0.366725279792234,-1.29462717259407
"DE50.2000",31,"DE50","DE5","Germany",1,2,0,23.8,31.7900009155273,53.3329734802246,8.66088676452636,0,0,0,1,0,1,0,1.38049999638941,4.19999990612269,0.220292617566884,0.219224324449897,0,0,1,0,83.3300018310547,0,10,"Bremen",419,"2000",0.002,16898,30297,0.239,663,0.759,9.73495055071279,10.3188039766947,6.49677499018586,6.03787091992214,3.16968558067743,3.45915180372193,-1.51279853655293,-1.51765976085917,-Inf,4.42280865036765,0.32244574977265,-6.21460809842219,-0.275753501586507,-1.43129172705063
"DE60.2000",32,"DE60","DE6","Germany",1,1,0,29.5,31.7900009155273,53.5667304992676,10.0301208496094,0,0,0,0,1,1,1,1.29800000316949,8.30000019073486,0.751542270183563,0.198687940835953,0,0,1,0,83.5100021362305,0,8,"Hamburg",755,"2000",0.003,58115,104197,0.169,1705,0.828,10.9701790850778,11.5540386171,7.44132038971762,6.62671774924902,3.38439026334577,3.45915180372193,-0.285627823621701,-1.61601982157333,-Inf,4.42496641074567,0.260824620723724,-5.80914299031403,-0.188742124596877,-1.77785656405906
"DE71+DE72.2000",33,"DE71+DE72","DE7","Germany",1,1,0,28.0526315789474,31.7900009155273,50.1814482839484,8.66671968761243,1,0,0,0,1,1,1,1.50236841320165,226.078948171515,1.3140516500724,3.25649089562266,0,0,0,0,76.3099975585938,0,13,"Darmstadt and Giessen",12826,"2000",0.009,120453,215968,0.246,4783,0.745,11.6990149143331,12.2828855275431,8.4728232436803,9.45922963970881,3.33408244499941,3.45915180372193,0.273115226803141,1.18065020324505,-Inf,4.33480395930827,0.407042805024045,-4.71053070164592,-0.294371060602578,-1.40242374304977
"DE73.2000",34,"DE73","DE7","Germany",1,1,0,23,31.7900009155273,51.0936758858817,9.50636073521205,0,0,0,0,0,0,0,1.40385711952866,246.657141549246,2.28990939685277,2.44293005125863,0,0,0,0,76.3099975585938,0,6,"Kassel, Regierungsbezirk",8289,"2000",0.025,22802,40884,0.297,1269,0.678,10.0346035303937,10.618494067449,7.14598446771439,9.02268461359153,3.13549421592915,3.45915180372193,0.828512252090332,0.8931981595524,-Inf,4.33480395930827,0.339223533707557,-3.68887945411394,-0.388607991041741,-1.21402314017944
"DE80.2000",35,"DE80","DE8","Germany",1,4,0,26.5,31.7900009155273,53.8333740234375,12.5655313597785,0,1,1,1,1,1,0,1.63961112058635,34.4500000609292,0.289506192008654,0.328584363891019,0,1,1,0,83.25,1,9,"Mecklenburg-Vorpommern",23194,"2000",0.034,22199,39801,0.234,1789,0.732,10.0078025218008,10.591647316585,7.48941208350872,10.0516489035166,3.27714473299218,3.45915180372193,-1.23957859356689,-1.11296165853115,-Inf,4.42184812886055,0.494459092124648,-3.38139475436598,-0.311974765020825,-1.45243416362444
"DE91+DE92.2000",36,"DE91+DE92","DE9","Germany",1,4,0,22.5611111111111,31.7900009155273,52.1651123894585,10.0184534920586,0,0,0,0,1,1,1,1.50033332819124,189.561112933689,1.73528274562624,1.48011925154262,0,0,1,1,82.9899978637695,0,13,"Statistische Regionen Braunschweig und Hannover",17148,"2000",0.017,70208,125880,0.283,3822,0.701,11.1592175436349,11.7430843511783,8.24852912480022,9.74963682771787,3.11622767679609,3.45915180372193,0.551170365900155,0.392122659896638,-Inf,4.41872009286954,0.405687302215385,-4.07454193492592,-0.355247391947547,-1.2623083813389
